sample,sample_name,stage,macrophage_state,n_cells,denominator,fraction
GSM5019535,GSM5019535_LYH-A,Adjacent,spp1_macrophage,21,1781,0.011791128579449747
GSM5019536,GSM5019536_LYH-T,Tumor,ambiguous_macrophage,58,1803,0.03216860787576262
GSM5019536,GSM5019536_LYH-T,Tumor,c1q_macrophage,1220,1803,0.6766500277315585
GSM5019536,GSM5019536_LYH-T,Tumor,inflammatory_macrophage,451,1803,0.25013865779256794
GSM5019536,GSM5019536_LYH-T,Tumor,other_macrophage,15,1803,0.008319467554076539
GSM5019536,GSM5019536_LYH-T,Tumor,resident_macrophage,4,1803,0.0022185246810870773
GSM5019536,GSM5019536_LYH-T,Tumor,spp1_macrophage,55,1803,0.03050471436494731
GSM5019537,GSM5019537_SDY-A,Adjacent,ambiguous_macrophage,21,534,0.03932584269662921
GSM5019537,GSM5019537_SDY-A,Adjacent,c1q_macrophage,225,534,0.42134831460674155
GSM5019537,GSM5019537_SDY-A,Adjacent,inflammatory_macrophage,270,534,0.5056179775280899
GSM5019537,GSM5019537_SDY-A,Adjacent,other_macrophage,6,534,0.011235955056179775
GSM5019537,GSM5019537_SDY-A,Adjacent,resident_macrophage,2,534,0.003745318352059925
GSM5019537,GSM5019537_SDY-A,Adjacent,spp1_macrophage,10,534,0.018726591760299626
GSM5019538,GSM5019538_SDY-T,Tumor,ambiguous_macrophage,10,432,0.023148148148148147
GSM5019538,GSM5019538_SDY-T,Tumor,c1q_macrophage,214,432,0.49537037037037035
GSM5019538,GSM5019538_SDY-T,Tumor,inflammatory_macrophage,194,432,0.44907407407407407
GSM5019538,GSM5019538_SDY-T,Tumor,other_macrophage,2,432,0.004629629629629629
GSM5019538,GSM5019538_SDY-T,Tumor,resident_macrophage,2,432,0.004629629629629629
GSM5019538,GSM5019538_SDY-T,Tumor,spp1_macrophage,10,432,0.023148148148148147
GSM5019539,GSM5019539_XYJ-A,Adjacent,ambiguous_macrophage,28,1578,0.017743979721166033
GSM5019539,GSM5019539_XYJ-A,Adjacent,c1q_macrophage,1235,1578,0.7826362484157161
GSM5019539,GSM5019539_XYJ-A,Adjacent,inflammatory_macrophage,266,1578,0.16856780735107732
GSM5019539,GSM5019539_XYJ-A,Adjacent,other_macrophage,7,1578,0.004435994930291508
GSM5019539,GSM5019539_XYJ-A,Adjacent,resident_macrophage,10,1578,0.0063371356147021544
GSM5019539,GSM5019539_XYJ-A,Adjacent,spp1_macrophage,32,1578,0.020278833967046894
GSM5019540,GSM5019540_XYJ-T,Tumor,ambiguous_macrophage,67,2415,0.02774327122153209
GSM5019540,GSM5019540_XYJ-T,Tumor,c1q_macrophage,2015,2415,0.8343685300207039
GSM5019540,GSM5019540_XYJ-T,Tumor,inflammatory_macrophage,231,2415,0.09565217391304348
GSM5019540,GSM5019540_XYJ-T,Tumor,other_macrophage,5,2415,0.002070393374741201
GSM5019540,GSM5019540_XYJ-T,Tumor,resident_macrophage,24,2415,0.009937888198757764
GSM5019540,GSM5019540_XYJ-T,Tumor,spp1_macrophage,73,2415,0.030227743271221533
GSM5019541,GSM5019541_ZHQ-A,Adjacent,ambiguous_macrophage,22,1952,0.011270491803278689
GSM5019541,GSM5019541_ZHQ-A,Adjacent,c1q_macrophage,1581,1952,0.8099385245901639
GSM5019541,GSM5019541_ZHQ-A,Adjacent,inflammatory_macrophage,316,1952,0.16188524590163936
GSM5019541,GSM5019541_ZHQ-A,Adjacent,other_macrophage,6,1952,0.0030737704918032786
GSM5019541,GSM5019541_ZHQ-A,Adjacent,resident_macrophage,5,1952,0.0025614754098360654
GSM5019541,GSM5019541_ZHQ-A,Adjacent,spp1_macrophage,22,1952,0.011270491803278689
GSM5019542,GSM5019542_ZHQ-T,Tumor,ambiguous_macrophage,33,1044,0.031609195402298854
GSM5019542,GSM5019542_ZHQ-T,Tumor,c1q_macrophage,672,1044,0.6436781609195402
GSM5019542,GSM5019542_ZHQ-T,Tumor,inflammatory_macrophage,257,1044,0.24616858237547892
GSM5019542,GSM5019542_ZHQ-T,Tumor,other_macrophage,16,1044,0.01532567049808429
GSM5019542,GSM5019542_ZHQ-T,Tumor,resident_macrophage,16,1044,0.01532567049808429
GSM5019542,GSM5019542_ZHQ-T,Tumor,spp1_macrophage,50,1044,0.04789272030651341
