sample,sample_name,stage,context,gene,n_cells,mean_expression,detection_fraction,status
GSM9237958,P21_Normal,Normal,macrophage,SPP1,489,0.028398449661830628,0.024539877300613498,present
GSM9237958,P21_Normal,Normal,macrophage,TREM2,489,0.62783837444376,0.3660531697341513,present
GSM9237958,P21_Normal,Normal,macrophage,PLA2G7,489,0.44888461597247953,0.2167689161554192,present
GSM9237958,P21_Normal,Normal,macrophage,IL1B,489,0.21401082800494178,0.12678936605316973,present
GSM9237958,P21_Normal,Normal,macrophage,TNF,489,0.06334906017296588,0.05521472392638037,present
GSM9237958,P21_Normal,Normal,macrophage,CXCL8,489,0.25887956541719853,0.10224948875255624,present
GSM9237959,P21_AIS,AIS,all_cells,MIF,10818,0.15405292626598385,0.12728785357737105,present
GSM9237959,P21_AIS,AIS,all_cells,CD74,10818,2.5186790338916865,0.7702902569791089,present
GSM9237959,P21_AIS,AIS,all_cells,CD44,10818,1.4041592902435711,0.5744130153447957,present
GSM9237959,P21_AIS,AIS,all_cells,CXCR4,10818,0.5880339993772766,0.24098724348308376,present
GSM9237959,P21_AIS,AIS,all_cells,SPP1,10818,0.017107770268381874,0.012017008689221667,present
GSM9237959,P21_AIS,AIS,all_cells,TREM2,10818,0.14960952263652275,0.09345535219079312,present
GSM9237959,P21_AIS,AIS,all_cells,PLA2G7,10818,0.050986847686327656,0.0330929931595489,present
GSM9237959,P21_AIS,AIS,all_cells,IL1B,10818,0.0347337116297607,0.03179885376224811,present
GSM9237959,P21_AIS,AIS,all_cells,TNF,10818,0.023564306076267777,0.017840635977075244,present
GSM9237959,P21_AIS,AIS,all_cells,CXCL8,10818,0.045418510080367465,0.021353300055463115,present
GSM9237959,P21_AIS,AIS,epithelial,MIF,3519,0.1974044740037839,0.15203182722364308,present
GSM9237959,P21_AIS,AIS,epithelial,CD74,3519,2.6250753134821783,0.8473998294970162,present
GSM9237959,P21_AIS,AIS,epithelial,CD44,3519,1.7760129220829455,0.7217959647627167,present
GSM9237959,P21_AIS,AIS,epithelial,CXCR4,3519,0.3143816126486586,0.13924410343847685,present
GSM9237959,P21_AIS,AIS,epithelial,SPP1,3519,0.004495362756767698,0.002841716396703609,present
GSM9237959,P21_AIS,AIS,epithelial,TREM2,3519,0.04298473320522545,0.03296391020176186,present
GSM9237959,P21_AIS,AIS,epithelial,PLA2G7,3519,0.009626139684531203,0.006535947712418301,present
GSM9237959,P21_AIS,AIS,epithelial,IL1B,3519,0.008426978827628925,0.005683432793407218,present
GSM9237959,P21_AIS,AIS,epithelial,TNF,3519,0.008563709964518612,0.005967604433077579,present
GSM9237959,P21_AIS,AIS,epithelial,CXCL8,3519,0.04963269804653473,0.02216538789428815,present
GSM9237959,P21_AIS,AIS,macrophage,MIF,1458,0.2480099338923254,0.3100137174211248,present
GSM9237959,P21_AIS,AIS,macrophage,CD74,1458,4.556273721982593,0.9711934156378601,present
GSM9237959,P21_AIS,AIS,macrophage,CD44,1458,1.9881185241698753,0.803840877914952,present
GSM9237959,P21_AIS,AIS,macrophage,CXCR4,1458,0.6934395833684983,0.45816186556927296,present
GSM9237959,P21_AIS,AIS,macrophage,SPP1,1458,0.0842023915222871,0.06652949245541838,present
GSM9237959,P21_AIS,AIS,macrophage,TREM2,1458,0.8461742407093082,0.5260631001371742,present
GSM9237959,P21_AIS,AIS,macrophage,PLA2G7,1458,0.3090705658962919,0.20507544581618656,present
GSM9237959,P21_AIS,AIS,macrophage,IL1B,1458,0.17397817541441543,0.19204389574759945,present
GSM9237959,P21_AIS,AIS,macrophage,TNF,1458,0.06301542262300368,0.07338820301783265,present
GSM9237959,P21_AIS,AIS,macrophage,CXCL8,1458,0.09135343787692275,0.05486968449931413,present
GSM9237960,P21_AIS1,AIS,all_cells,MIF,9707,0.22761793014544923,0.1630781909961883,present
GSM9237960,P21_AIS1,AIS,all_cells,CD74,9707,2.519881793705555,0.7782012980323478,present
GSM9237960,P21_AIS1,AIS,all_cells,CD44,9707,1.340248130148269,0.5554754301019883,present
GSM9237960,P21_AIS1,AIS,all_cells,CXCR4,9707,0.6025839440261518,0.24013598434119707,present
GSM9237960,P21_AIS1,AIS,all_cells,SPP1,9707,0.017340991598975182,0.011538065313691151,present
GSM9237960,P21_AIS1,AIS,all_cells,TREM2,9707,0.15120126832003594,0.08385701040486247,present
GSM9237960,P21_AIS1,AIS,all_cells,PLA2G7,9707,0.08238478063917323,0.05016998042649634,present
GSM9237960,P21_AIS1,AIS,all_cells,IL1B,9707,0.03970593792615394,0.03245080869475636,present
GSM9237960,P21_AIS1,AIS,all_cells,TNF,9707,0.019811877416836623,0.015452766045122078,present
GSM9237960,P21_AIS1,AIS,all_cells,CXCL8,9707,0.053594671766096905,0.026166683836406718,present
GSM9237960,P21_AIS1,AIS,epithelial,MIF,2695,0.30863111559720074,0.22040816326530613,present
GSM9237960,P21_AIS1,AIS,epithelial,CD74,2695,2.7512934429770413,0.8601113172541744,present
GSM9237960,P21_AIS1,AIS,epithelial,CD44,2695,1.7437978853273661,0.7053803339517625,present
GSM9237960,P21_AIS1,AIS,epithelial,CXCR4,2695,0.317527230339668,0.14100185528756956,present
GSM9237960,P21_AIS1,AIS,epithelial,SPP1,2695,0.005201857449083174,0.0044526901669758815,present
GSM9237960,P21_AIS1,AIS,epithelial,TREM2,2695,0.041414720747986154,0.03339517625231911,present
GSM9237960,P21_AIS1,AIS,epithelial,PLA2G7,2695,0.0174960611518913,0.013729128014842301,present
GSM9237960,P21_AIS1,AIS,epithelial,IL1B,2695,0.008070140356390584,0.005936920222634508,present
GSM9237960,P21_AIS1,AIS,epithelial,TNF,2695,0.007072219567625263,0.004823747680890538,present
GSM9237960,P21_AIS1,AIS,epithelial,CXCL8,2695,0.0686088194790719,0.034137291280148425,present
GSM9237960,P21_AIS1,AIS,macrophage,MIF,1144,0.31174011939255236,0.3321678321678322,present
GSM9237960,P21_AIS1,AIS,macrophage,CD74,1144,4.653086649981078,0.9755244755244755,present
GSM9237960,P21_AIS1,AIS,macrophage,CD44,1144,1.8117007226198623,0.7552447552447552,present
GSM9237960,P21_AIS1,AIS,macrophage,CXCR4,1144,0.7002131559642649,0.4388111888111888,present
GSM9237960,P21_AIS1,AIS,macrophage,SPP1,1144,0.09420338948216637,0.0673076923076923,present
GSM9237960,P21_AIS1,AIS,macrophage,TREM2,1144,1.0035264083676836,0.5305944055944056,present
GSM9237960,P21_AIS1,AIS,macrophage,PLA2G7,1144,0.5283972977626002,0.32167832167832167,present
GSM9237960,P21_AIS1,AIS,macrophage,IL1B,1144,0.2074773292429433,0.2089160839160839,present
GSM9237960,P21_AIS1,AIS,macrophage,TNF,1144,0.05234839412589952,0.06643356643356643,present
GSM9237960,P21_AIS1,AIS,macrophage,CXCL8,1144,0.12512294109033034,0.0743006993006993,present
GSM9237961,P21_LUAD,LUAD,all_cells,MIF,4167,0.29143774863182226,0.17470602351811856,present
GSM9237961,P21_LUAD,LUAD,all_cells,CD74,4167,2.043399798510999,0.6448284137269018,present
GSM9237961,P21_LUAD,LUAD,all_cells,CD44,4167,1.0647902399868892,0.46652267818574517,present
GSM9237961,P21_LUAD,LUAD,all_cells,CXCR4,4167,0.6827784338114022,0.2666186705063595,present
GSM9237961,P21_LUAD,LUAD,all_cells,SPP1,4167,0.31965659405890406,0.13702903767698585,present
GSM9237961,P21_LUAD,LUAD,all_cells,TREM2,4167,0.14837877435594987,0.06911447084233262,present
GSM9237961,P21_LUAD,LUAD,all_cells,PLA2G7,4167,0.07723370473169686,0.03935685145188385,present
GSM9237961,P21_LUAD,LUAD,all_cells,IL1B,4167,0.032655521209708195,0.015358771298296136,present
GSM9237961,P21_LUAD,LUAD,all_cells,TNF,4167,0.021601177650449086,0.010559155267578594,present
GSM9237961,P21_LUAD,LUAD,all_cells,CXCL8,4167,0.1717733955087212,0.0724742020638349,present
GSM9237961,P21_LUAD,LUAD,epithelial,MIF,1077,0.6885987473723327,0.4206128133704735,present
GSM9237961,P21_LUAD,LUAD,epithelial,CD74,1077,2.017946859483837,0.7567316620241411,present
GSM9237961,P21_LUAD,LUAD,epithelial,CD44,1077,1.1491901185217623,0.5998142989786444,present
GSM9237961,P21_LUAD,LUAD,epithelial,CXCR4,1077,0.1831037844599316,0.1467038068709378,present
GSM9237961,P21_LUAD,LUAD,epithelial,SPP1,1077,0.30925336030706474,0.233983286908078,present
GSM9237961,P21_LUAD,LUAD,epithelial,TREM2,1077,0.030911554091122728,0.033426183844011144,present
GSM9237961,P21_LUAD,LUAD,epithelial,PLA2G7,1077,0.008782427990142479,0.012070566388115135,present
GSM9237961,P21_LUAD,LUAD,epithelial,IL1B,1077,0.0062698419745393485,0.009285051067780872,present
GSM9237961,P21_LUAD,LUAD,epithelial,TNF,1077,0.004350692582403095,0.003714020427112349,present
GSM9237961,P21_LUAD,LUAD,epithelial,CXCL8,1077,0.3776473935299416,0.1680594243268338,present
GSM9237961,P21_LUAD,LUAD,macrophage,MIF,436,0.1538122482846792,0.09862385321100918,present
GSM9237961,P21_LUAD,LUAD,macrophage,CD74,436,4.7687890772557235,0.963302752293578,present
GSM9237961,P21_LUAD,LUAD,macrophage,CD44,436,1.1391253498074172,0.48394495412844035,present
GSM9237961,P21_LUAD,LUAD,macrophage,CXCR4,436,0.9237526101854588,0.3738532110091743,present
GSM9237961,P21_LUAD,LUAD,macrophage,SPP1,436,1.4321446571607799,0.32798165137614677,present
GSM9237961,P21_LUAD,LUAD,macrophage,TREM2,436,1.143295691392762,0.4724770642201835,present
GSM9237961,P21_LUAD,LUAD,macrophage,PLA2G7,436,0.649096658751744,0.3073394495412844,present
GSM9237961,P21_LUAD,LUAD,macrophage,IL1B,436,0.14185950208219375,0.06880733944954129,present
GSM9237961,P21_LUAD,LUAD,macrophage,TNF,436,0.026780443681696322,0.020642201834862386,present
GSM9237961,P21_LUAD,LUAD,macrophage,CXCL8,436,0.2197974079712981,0.08256880733944955,present
GSM9237962,P22_Normal,Normal,all_cells,MIF,3234,0.23523241600554223,0.16821273964131106,present
GSM9237962,P22_Normal,Normal,all_cells,CD74,3234,2.5847355773857865,0.7646876932591218,present
GSM9237962,P22_Normal,Normal,all_cells,CD44,3234,1.3047365975497343,0.5247371675943104,present
GSM9237962,P22_Normal,Normal,all_cells,CXCR4,3234,0.3398515891573949,0.14780457637600494,present
GSM9237962,P22_Normal,Normal,all_cells,SPP1,3234,0.0006103835538725607,0.0006184291898577613,present
GSM9237962,P22_Normal,Normal,all_cells,TREM2,3234,0.09526141791824594,0.0670995670995671,present
GSM9237962,P22_Normal,Normal,all_cells,PLA2G7,3234,0.03025693920838919,0.016388373531230675,present
GSM9237962,P22_Normal,Normal,all_cells,IL1B,3234,0.034428855141037634,0.02813852813852814,present
GSM9237962,P22_Normal,Normal,all_cells,TNF,3234,0.03407850648568227,0.022263450834879406,present
GSM9237962,P22_Normal,Normal,all_cells,CXCL8,3234,0.058049635671549964,0.024737167594310452,present
GSM9237962,P22_Normal,Normal,epithelial,MIF,1087,0.30869596687312767,0.21711131554737811,present
GSM9237962,P22_Normal,Normal,epithelial,CD74,1087,2.5916867352070954,0.8150873965041399,present
GSM9237962,P22_Normal,Normal,epithelial,CD44,1087,1.413990516770138,0.5823367065317387,present
GSM9237962,P22_Normal,Normal,epithelial,CXCR4,1087,0.20753143312637054,0.09199632014719411,present
GSM9237962,P22_Normal,Normal,epithelial,SPP1,1087,0.001538279881841244,0.0009199632014719411,present
GSM9237962,P22_Normal,Normal,epithelial,TREM2,1087,0.02530596221133222,0.015639374425023,present
GSM9237962,P22_Normal,Normal,epithelial,PLA2G7,1087,0.005360619519885239,0.004599816007359705,present
GSM9237962,P22_Normal,Normal,epithelial,IL1B,1087,0.00429089820957581,0.004599816007359705,present
GSM9237962,P22_Normal,Normal,epithelial,TNF,1087,0.02804743289420654,0.013799448022079117,present
GSM9237962,P22_Normal,Normal,epithelial,CXCL8,1087,0.027408907284390386,0.01655933762649494,present
GSM9237962,P22_Normal,Normal,macrophage,MIF,393,0.34483078357526387,0.37404580152671757,present
GSM9237962,P22_Normal,Normal,macrophage,CD74,393,5.085629996674,0.9949109414758269,present
GSM9237962,P22_Normal,Normal,macrophage,CD44,393,2.1050418005717684,0.8244274809160306,present
GSM9237962,P22_Normal,Normal,macrophage,CXCR4,393,0.3698315910709036,0.27735368956743,present
GSM9237962,P22_Normal,Normal,macrophage,SPP1,393,0.0007681175105914225,0.002544529262086514,present
GSM9237962,P22_Normal,Normal,macrophage,TREM2,393,0.6706812565441451,0.48091603053435117,present
GSM9237962,P22_Normal,Normal,macrophage,PLA2G7,393,0.17704222824948898,0.089058524173028,present
GSM9237962,P22_Normal,Normal,macrophage,IL1B,393,0.19620631787452397,0.18575063613231552,present
GSM9237962,P22_Normal,Normal,macrophage,TNF,393,0.06358456753111201,0.07888040712468193,present
GSM9237962,P22_Normal,Normal,macrophage,CXCL8,393,0.08508886918088322,0.061068702290076333,present
GSM9237963,P22_AAH,AAH,all_cells,MIF,4732,0.24936180512834605,0.1760355029585799,present
GSM9237963,P22_AAH,AAH,all_cells,CD74,4732,2.425849371510811,0.7037193575655114,present
GSM9237963,P22_AAH,AAH,all_cells,CD44,4732,1.2736881270708813,0.5105663567202029,present
GSM9237963,P22_AAH,AAH,all_cells,CXCR4,4732,0.4030592985625219,0.17032967032967034,present
GSM9237963,P22_AAH,AAH,all_cells,SPP1,4732,0.003060377243080302,0.001267962806424345,present
GSM9237963,P22_AAH,AAH,all_cells,TREM2,4732,0.09313962111959129,0.06530008453085376,present
GSM9237963,P22_AAH,AAH,all_cells,PLA2G7,4732,0.029204649357161935,0.015426880811496195,present
GSM9237963,P22_AAH,AAH,all_cells,IL1B,4732,0.045977705784100646,0.039095519864750634,present
GSM9237963,P22_AAH,AAH,all_cells,TNF,4732,0.031030278637391013,0.02430262045646661,present
GSM9237963,P22_AAH,AAH,all_cells,CXCL8,4732,0.09225092169990057,0.03613693998309383,present
GSM9237963,P22_AAH,AAH,epithelial,MIF,1380,0.32648195272525116,0.21594202898550724,present
GSM9237963,P22_AAH,AAH,epithelial,CD74,1380,2.531625822494918,0.7891304347826087,present
GSM9237963,P22_AAH,AAH,epithelial,CD44,1380,1.3834779312143153,0.5695652173913044,present
GSM9237963,P22_AAH,AAH,epithelial,CXCR4,1380,0.18297346264991263,0.08043478260869565,present
GSM9237963,P22_AAH,AAH,epithelial,SPP1,1380,0.0020640587727035063,0.0007246376811594203,present
GSM9237963,P22_AAH,AAH,epithelial,TREM2,1380,0.004305691902962674,0.002898550724637681,present
GSM9237963,P22_AAH,AAH,epithelial,PLA2G7,1380,0.0026383273351923736,0.0014492753623188406,present
GSM9237963,P22_AAH,AAH,epithelial,IL1B,1380,0.008968551831572386,0.005797101449275362,present
GSM9237963,P22_AAH,AAH,epithelial,TNF,1380,0.010379115177688887,0.005797101449275362,present
GSM9237963,P22_AAH,AAH,epithelial,CXCL8,1380,0.041688037995925645,0.01956521739130435,present
GSM9237963,P22_AAH,AAH,macrophage,MIF,651,0.3768754678478215,0.40706605222734255,present
GSM9237963,P22_AAH,AAH,macrophage,CD74,651,4.970195971332634,0.9923195084485407,present
GSM9237963,P22_AAH,AAH,macrophage,CD44,651,2.0503843898578182,0.8294930875576036,present
GSM9237963,P22_AAH,AAH,macrophage,CXCR4,651,0.535720952500044,0.37019969278033793,present
GSM9237963,P22_AAH,AAH,macrophage,SPP1,651,0.0005022056508881478,0.0015360983102918587,present
GSM9237963,P22_AAH,AAH,macrophage,TREM2,651,0.6323194513301876,0.45314900153609833,present
GSM9237963,P22_AAH,AAH,macrophage,PLA2G7,651,0.18156291524908247,0.09216589861751152,present
GSM9237963,P22_AAH,AAH,macrophage,IL1B,651,0.23721742185665318,0.2350230414746544,present
GSM9237963,P22_AAH,AAH,macrophage,TNF,651,0.09794203859800876,0.11827956989247312,present
GSM9237963,P22_AAH,AAH,macrophage,CXCL8,651,0.21179109078695194,0.10906298003072197,present
GSM9237964,P22_AIS,AIS,all_cells,MIF,6061,0.2528195872419905,0.1819831710938789,present
GSM9237964,P22_AIS,AIS,all_cells,CD74,6061,2.73758361915457,0.7759445636033658,present
GSM9237964,P22_AIS,AIS,all_cells,CD44,6061,1.3062906602740314,0.5271407358521696,present
GSM9237964,P22_AIS,AIS,all_cells,CXCR4,6061,0.46516586089757594,0.1956772809767365,present
GSM9237964,P22_AIS,AIS,all_cells,SPP1,6061,0.0032957778514247985,0.0024748391354561953,present
GSM9237964,P22_AIS,AIS,all_cells,TREM2,6061,0.10349473842343722,0.07210031347962383,present
GSM9237964,P22_AIS,AIS,all_cells,PLA2G7,6061,0.026432774526522634,0.015014024088434252,present
GSM9237964,P22_AIS,AIS,all_cells,IL1B,6061,0.0766703941981444,0.04801187922785019,present
GSM9237964,P22_AIS,AIS,all_cells,TNF,6061,0.04722694748728031,0.03778254413463125,present
GSM9237964,P22_AIS,AIS,all_cells,CXCL8,6061,0.11954821567431884,0.04751691140075895,present
GSM9237964,P22_AIS,AIS,epithelial,MIF,1713,0.3218963649484936,0.22708698190309398,present
GSM9237964,P22_AIS,AIS,epithelial,CD74,1713,2.8713021082596857,0.8499708114419148,present
GSM9237964,P22_AIS,AIS,epithelial,CD44,1713,1.5433224900851108,0.6363105662580268,present
GSM9237964,P22_AIS,AIS,epithelial,CXCR4,1713,0.22343348383628078,0.10507880910683012,present
GSM9237964,P22_AIS,AIS,epithelial,SPP1,1713,0.0008927048792722856,0.0017513134851138354,present
GSM9237964,P22_AIS,AIS,epithelial,TREM2,1713,0.015260681082620891,0.013426736719206071,present
GSM9237964,P22_AIS,AIS,epithelial,PLA2G7,1713,0.005163484675731531,0.005253940455341506,present
GSM9237964,P22_AIS,AIS,epithelial,IL1B,1713,0.025646665974899917,0.013426736719206071,present
GSM9237964,P22_AIS,AIS,epithelial,TNF,1713,0.016292762376259626,0.009340338587273789,present
GSM9237964,P22_AIS,AIS,epithelial,CXCL8,1713,0.09661682732412503,0.043782837127845885,present
GSM9237964,P22_AIS,AIS,macrophage,MIF,827,0.36481626772811354,0.39903264812575573,present
GSM9237964,P22_AIS,AIS,macrophage,CD74,827,4.957681430831029,0.992744860943168,present
GSM9237964,P22_AIS,AIS,macrophage,CD44,827,2.04750354413419,0.8282950423216445,present
GSM9237964,P22_AIS,AIS,macrophage,CXCR4,827,0.5429792656244463,0.38331318016928656,present
GSM9237964,P22_AIS,AIS,macrophage,SPP1,827,0.009983925686715179,0.008464328899637243,present
GSM9237964,P22_AIS,AIS,macrophage,TREM2,827,0.6298810142449619,0.45102781136638453,present
GSM9237964,P22_AIS,AIS,macrophage,PLA2G7,827,0.14362164098707308,0.0761789600967352,present
GSM9237964,P22_AIS,AIS,macrophage,IL1B,827,0.3405864476604023,0.25755743651753327,present
GSM9237964,P22_AIS,AIS,macrophage,TNF,827,0.17230956815973883,0.18742442563482467,present
GSM9237964,P22_AIS,AIS,macrophage,CXCL8,827,0.2652680392657804,0.11729141475211609,present
GSM9237965,P22_LUAD,LUAD,all_cells,MIF,8415,0.244685950598355,0.1770647653000594,present
GSM9237965,P22_LUAD,LUAD,all_cells,CD74,8415,2.6898994507542002,0.7758764111705289,present
GSM9237965,P22_LUAD,LUAD,all_cells,CD44,8415,1.3225643598131858,0.5311942959001783,present
GSM9237965,P22_LUAD,LUAD,all_cells,CXCR4,8415,0.4564047949950533,0.1869281045751634,present
GSM9237965,P22_LUAD,LUAD,all_cells,SPP1,8415,0.0030850738849959895,0.0024955436720142605,present
GSM9237965,P22_LUAD,LUAD,all_cells,TREM2,8415,0.09882110924270779,0.06357694592988711,present
GSM9237965,P22_LUAD,LUAD,all_cells,PLA2G7,8415,0.0361549084389036,0.02067736185383244,present
GSM9237965,P22_LUAD,LUAD,all_cells,IL1B,8415,0.05026097198992467,0.03196672608437314,present
GSM9237965,P22_LUAD,LUAD,all_cells,TNF,8415,0.04116907565387757,0.02875816993464052,present
GSM9237965,P22_LUAD,LUAD,all_cells,CXCL8,8415,0.11537035880210438,0.04717765894236482,present
GSM9237965,P22_LUAD,LUAD,epithelial,MIF,2842,0.36741083020140175,0.27375087966220973,present
GSM9237965,P22_LUAD,LUAD,epithelial,CD74,2842,2.885109048942873,0.8494018296973962,present
GSM9237965,P22_LUAD,LUAD,epithelial,CD44,2842,1.4963890952321708,0.6326530612244898,present
GSM9237965,P22_LUAD,LUAD,epithelial,CXCR4,2842,0.2507969858488984,0.11541168191414497,present
GSM9237965,P22_LUAD,LUAD,epithelial,SPP1,2842,0.003010187204635945,0.00211118930330753,present
GSM9237965,P22_LUAD,LUAD,epithelial,TREM2,2842,0.02737842110723091,0.018296973961998593,present
GSM9237965,P22_LUAD,LUAD,epithelial,PLA2G7,2842,0.012969964143108432,0.009500351864883884,present
GSM9237965,P22_LUAD,LUAD,epithelial,IL1B,2842,0.01739695079036804,0.008796622097114707,present
GSM9237965,P22_LUAD,LUAD,epithelial,TNF,2842,0.014268944753784289,0.009148486980999296,present
GSM9237965,P22_LUAD,LUAD,epithelial,CXCL8,2842,0.08818522165018419,0.047149894440534836,present
GSM9237965,P22_LUAD,LUAD,macrophage,MIF,912,0.3149009322747178,0.3300438596491228,present
GSM9237965,P22_LUAD,LUAD,macrophage,CD74,912,4.93528757743081,0.9857456140350878,present
GSM9237965,P22_LUAD,LUAD,macrophage,CD44,912,2.005382178934894,0.7883771929824561,present
GSM9237965,P22_LUAD,LUAD,macrophage,CXCR4,912,0.5686275945265665,0.36951754385964913,present
GSM9237965,P22_LUAD,LUAD,macrophage,SPP1,912,0.010389692664535176,0.010964912280701754,present
GSM9237965,P22_LUAD,LUAD,macrophage,TREM2,912,0.7364338960593156,0.4780701754385965,present
GSM9237965,P22_LUAD,LUAD,macrophage,PLA2G7,912,0.2242256869370004,0.12171052631578948,present
GSM9237965,P22_LUAD,LUAD,macrophage,IL1B,912,0.2606994911377273,0.20175438596491227,present
GSM9237965,P22_LUAD,LUAD,macrophage,TNF,912,0.13901478720251775,0.1425438596491228,present
GSM9237965,P22_LUAD,LUAD,macrophage,CXCL8,912,0.24555660019691536,0.10635964912280702,present
GSM9237966,P23_Normal,Normal,all_cells,MIF,7932,0.27383963602812705,0.17801311144730206,present
GSM9237966,P23_Normal,Normal,all_cells,CD74,7932,2.742084091521041,0.8303076147251639,present
GSM9237966,P23_Normal,Normal,all_cells,CD44,7932,1.2890355549720671,0.5168935955622794,present
GSM9237966,P23_Normal,Normal,all_cells,CXCR4,7932,0.43957746529450753,0.19843671205244579,present
GSM9237966,P23_Normal,Normal,all_cells,SPP1,7932,0.010288893994828116,0.006429652042360061,present
GSM9237966,P23_Normal,Normal,all_cells,TREM2,7932,0.11913939130501244,0.06530509329299042,present
GSM9237966,P23_Normal,Normal,all_cells,PLA2G7,7932,0.132719550437159,0.0718608169440242,present
GSM9237966,P23_Normal,Normal,all_cells,IL1B,7932,0.05222767187543601,0.028996469994957134,present
GSM9237966,P23_Normal,Normal,all_cells,TNF,7932,0.035034163125122184,0.020171457387796268,present
GSM9237966,P23_Normal,Normal,all_cells,CXCL8,7932,0.07998905963292748,0.03819969742813918,present
GSM9237966,P23_Normal,Normal,epithelial,MIF,3092,0.34561378916518704,0.22930142302716688,present
GSM9237966,P23_Normal,Normal,epithelial,CD74,3092,2.7853146691556834,0.8725743855109961,present
GSM9237966,P23_Normal,Normal,epithelial,CD44,3092,1.5302790821689318,0.5863518758085382,present
GSM9237966,P23_Normal,Normal,epithelial,CXCR4,3092,0.2723627651589708,0.1332470892626132,present
GSM9237966,P23_Normal,Normal,epithelial,SPP1,3092,0.006243000818799431,0.005498059508408797,present
GSM9237966,P23_Normal,Normal,epithelial,TREM2,3092,0.03834589694763692,0.02910737386804657,present
GSM9237966,P23_Normal,Normal,epithelial,PLA2G7,3092,0.043731857593406774,0.02943078913324709,present
GSM9237966,P23_Normal,Normal,epithelial,IL1B,3092,0.021853418135415897,0.013583441138421734,present
GSM9237966,P23_Normal,Normal,epithelial,TNF,3092,0.0200546768157279,0.012613195342820181,present
GSM9237966,P23_Normal,Normal,epithelial,CXCL8,3092,0.06116514613589638,0.0333117723156533,present
GSM9237966,P23_Normal,Normal,macrophage,MIF,840,0.2749683533058536,0.20952380952380953,present
GSM9237966,P23_Normal,Normal,macrophage,CD74,840,4.499697042760696,0.975,present
GSM9237966,P23_Normal,Normal,macrophage,CD44,840,1.5661962643344622,0.65,present
GSM9237966,P23_Normal,Normal,macrophage,CXCR4,840,0.9152385789387398,0.46904761904761905,present
GSM9237966,P23_Normal,Normal,macrophage,SPP1,840,0.04697258156117054,0.02619047619047619,present
GSM9237966,P23_Normal,Normal,macrophage,TREM2,840,0.8003078562211451,0.39404761904761904,present
GSM9237966,P23_Normal,Normal,macrophage,PLA2G7,840,0.8699306398181723,0.4452380952380952,present
GSM9237966,P23_Normal,Normal,macrophage,IL1B,840,0.26175761763133637,0.14642857142857144,present
GSM9237966,P23_Normal,Normal,macrophage,TNF,840,0.07896125790883292,0.05119047619047619,present
GSM9237966,P23_Normal,Normal,macrophage,CXCL8,840,0.3315990641255908,0.1488095238095238,present
GSM9237967,P23_AIS,AIS,all_cells,MIF,24677,0.2428946749255715,0.16108116869959882,present
GSM9237967,P23_AIS,AIS,all_cells,CD74,24677,2.5233334583822677,0.7825910767111075,present
GSM9237967,P23_AIS,AIS,all_cells,CD44,24677,1.2510566206008602,0.4955626696924261,present
GSM9237967,P23_AIS,AIS,all_cells,CXCR4,24677,0.48753307938621787,0.21327551971471412,present
GSM9237967,P23_AIS,AIS,all_cells,SPP1,24677,0.01561572484531258,0.008550472099525874,present
GSM9237967,P23_AIS,AIS,all_cells,TREM2,24677,0.14139482975925582,0.07598168334886736,present
GSM9237967,P23_AIS,AIS,all_cells,PLA2G7,24677,0.15230081761630274,0.079628804149613,present
GSM9237967,P23_AIS,AIS,all_cells,IL1B,24677,0.036789808027161426,0.020788588564250112,present
GSM9237967,P23_AIS,AIS,all_cells,TNF,24677,0.035655979507673775,0.020585970741986464,present
GSM9237967,P23_AIS,AIS,all_cells,CXCL8,24677,0.10137577320114277,0.04688576407180776,present
GSM9237967,P23_AIS,AIS,epithelial,MIF,8226,0.31447972255038503,0.22173595915390226,present
GSM9237967,P23_AIS,AIS,epithelial,CD74,8226,2.5880291922552083,0.8360077802090932,present
GSM9237967,P23_AIS,AIS,epithelial,CD44,8226,1.519721184189651,0.5833941162168733,present
GSM9237967,P23_AIS,AIS,epithelial,CXCR4,8226,0.2818224904654576,0.14065159251154874,present
GSM9237967,P23_AIS,AIS,epithelial,SPP1,8226,0.005672279862895179,0.0040116703136396795,present
GSM9237967,P23_AIS,AIS,epithelial,TREM2,8226,0.05276255225943613,0.03817165086311695,present
GSM9237967,P23_AIS,AIS,epithelial,PLA2G7,8226,0.053447319339109324,0.0350109409190372,present
GSM9237967,P23_AIS,AIS,epithelial,IL1B,8226,0.012893211997030632,0.007780209093119377,present
GSM9237967,P23_AIS,AIS,epithelial,TNF,8226,0.014888198763522521,0.010089958667639193,present
GSM9237967,P23_AIS,AIS,epithelial,CXCL8,8226,0.07097280480279462,0.038050085096036954,present
GSM9237967,P23_AIS,AIS,macrophage,MIF,2929,0.24979475143068464,0.18641174462273813,present
GSM9237967,P23_AIS,AIS,macrophage,CD74,2929,4.428706453724806,0.9737111642198703,present
GSM9237967,P23_AIS,AIS,macrophage,CD44,2929,1.6210702158237829,0.6544895868897235,present
GSM9237967,P23_AIS,AIS,macrophage,CXCR4,2929,0.9259452646024122,0.4486172755206555,present
GSM9237967,P23_AIS,AIS,macrophage,SPP1,2929,0.07986073813981652,0.03892113349265961,present
GSM9237967,P23_AIS,AIS,macrophage,TREM2,2929,0.7998507049691824,0.3909184021850461,present
