sample,sample_name,stage,context,gene,n_cells,mean_expression,detection_fraction,status
GSM9237929,P11_AAH,AAH,macrophage,MIF,372,0.26531629112810395,0.20967741935483872,present
GSM9237929,P11_AAH,AAH,macrophage,CD74,372,4.8230716370195905,0.9623655913978495,present
GSM9237929,P11_AAH,AAH,macrophage,CD44,372,1.9124978010739968,0.7016129032258065,present
GSM9237929,P11_AAH,AAH,macrophage,CXCR4,372,0.8005002084646706,0.3682795698924731,present
GSM9237929,P11_AAH,AAH,macrophage,SPP1,372,0.12813165709789784,0.0456989247311828,present
GSM9237929,P11_AAH,AAH,macrophage,TREM2,372,0.7333817162301947,0.3790322580645161,present
GSM9237929,P11_AAH,AAH,macrophage,PLA2G7,372,0.15856273803347465,0.08333333333333333,present
GSM9237929,P11_AAH,AAH,macrophage,IL1B,372,0.12867306998714598,0.07258064516129033,present
GSM9237929,P11_AAH,AAH,macrophage,TNF,372,0.05375861257793288,0.043010752688172046,present
GSM9237929,P11_AAH,AAH,macrophage,CXCL8,372,0.1925011434353395,0.07526881720430108,present
GSM9237930,P11_LUAD,LUAD,all_cells,MIF,12444,0.4627069714173782,0.26727740276438444,present
GSM9237930,P11_LUAD,LUAD,all_cells,CD74,12444,3.2794668912638394,0.8751205400192864,present
GSM9237930,P11_LUAD,LUAD,all_cells,CD44,12444,1.2491108532147732,0.5331083252973321,present
GSM9237930,P11_LUAD,LUAD,all_cells,CXCR4,12444,1.2309252552381786,0.44672131147540983,present
GSM9237930,P11_LUAD,LUAD,all_cells,SPP1,12444,0.08551795570396316,0.036804885888781745,present
GSM9237930,P11_LUAD,LUAD,all_cells,TREM2,12444,0.1869725966809788,0.08927997428479588,present
GSM9237930,P11_LUAD,LUAD,all_cells,PLA2G7,12444,0.10990061258099398,0.05938604950176792,present
GSM9237930,P11_LUAD,LUAD,all_cells,IL1B,12444,0.04282137288828556,0.023545483767277404,present
GSM9237930,P11_LUAD,LUAD,all_cells,TNF,12444,0.03743963124227274,0.0195274831243973,present
GSM9237930,P11_LUAD,LUAD,all_cells,CXCL8,12444,0.0826948830146934,0.04001928640308582,present
GSM9237930,P11_LUAD,LUAD,epithelial,MIF,1740,0.6885575461962611,0.40229885057471265,present
GSM9237930,P11_LUAD,LUAD,epithelial,CD74,1740,3.0562718719941535,0.8896551724137931,present
GSM9237930,P11_LUAD,LUAD,epithelial,CD44,1740,1.3511808015567701,0.596551724137931,present
GSM9237930,P11_LUAD,LUAD,epithelial,CXCR4,1740,0.3471144479431908,0.17126436781609194,present
GSM9237930,P11_LUAD,LUAD,epithelial,SPP1,1740,0.03665055572066095,0.020689655172413793,present
GSM9237930,P11_LUAD,LUAD,epithelial,TREM2,1740,0.033913809009400234,0.02586206896551724,present
GSM9237930,P11_LUAD,LUAD,epithelial,PLA2G7,1740,0.024000350525678872,0.020689655172413793,present
GSM9237930,P11_LUAD,LUAD,epithelial,IL1B,1740,0.025031090111987578,0.020114942528735632,present
GSM9237930,P11_LUAD,LUAD,epithelial,TNF,1740,0.013783384939784359,0.010344827586206896,present
GSM9237930,P11_LUAD,LUAD,epithelial,CXCL8,1740,0.18734009108172467,0.1,present
GSM9237930,P11_LUAD,LUAD,macrophage,MIF,1567,0.3947656073537617,0.2814294830887045,present
GSM9237930,P11_LUAD,LUAD,macrophage,CD74,1567,5.404784758718501,0.9955328653477984,present
GSM9237930,P11_LUAD,LUAD,macrophage,CD44,1567,1.4622152863123041,0.6502871729419273,present
GSM9237930,P11_LUAD,LUAD,macrophage,CXCR4,1567,1.0931454921326362,0.4901084875558392,present
GSM9237930,P11_LUAD,LUAD,macrophage,SPP1,1567,0.34326005699799395,0.12507977026164646,present
GSM9237930,P11_LUAD,LUAD,macrophage,TREM2,1567,1.087431718988395,0.48691767708998085,present
GSM9237930,P11_LUAD,LUAD,macrophage,PLA2G7,1567,0.6730982976246283,0.3484365028717294,present
GSM9237930,P11_LUAD,LUAD,macrophage,IL1B,1567,0.15688823343656547,0.09061901723037652,present
GSM9237930,P11_LUAD,LUAD,macrophage,TNF,1567,0.0675055511648798,0.047862156987874924,present
GSM9237930,P11_LUAD,LUAD,macrophage,CXCL8,1567,0.1424605574641219,0.07211231652839821,present
GSM9237931,P12_Normal,Normal,all_cells,MIF,1532,0.2298208443227278,0.1514360313315927,present
GSM9237931,P12_Normal,Normal,all_cells,CD74,1532,2.2814527089121293,0.6768929503916449,present
GSM9237931,P12_Normal,Normal,all_cells,CD44,1532,1.0810912672495134,0.43733681462140994,present
GSM9237931,P12_Normal,Normal,all_cells,CXCR4,1532,0.33863454357444334,0.13903394255874674,present
GSM9237931,P12_Normal,Normal,all_cells,SPP1,1532,0.005216109919979692,0.0032637075718015664,present
GSM9237931,P12_Normal,Normal,all_cells,TREM2,1532,0.08861110848507116,0.047650130548302874,present
GSM9237931,P12_Normal,Normal,all_cells,PLA2G7,1532,0.040679207625148775,0.022845953002610966,present
GSM9237931,P12_Normal,Normal,all_cells,IL1B,1532,0.07161404433954266,0.03655352480417755,present
GSM9237931,P12_Normal,Normal,all_cells,TNF,1532,0.03318345063072624,0.02154046997389034,present
GSM9237931,P12_Normal,Normal,all_cells,CXCL8,1532,0.09953369330640417,0.03981723237597911,present
GSM9237931,P12_Normal,Normal,epithelial,MIF,551,0.3103515570811642,0.21415607985480944,present
GSM9237931,P12_Normal,Normal,epithelial,CD74,551,2.5127225623176135,0.7676950998185118,present
GSM9237931,P12_Normal,Normal,epithelial,CD44,551,1.1301674827469979,0.4882032667876588,present
GSM9237931,P12_Normal,Normal,epithelial,CXCR4,551,0.21307887974944006,0.09074410163339383,present
GSM9237931,P12_Normal,Normal,epithelial,SPP1,551,0.0007726588694806167,0.0018148820326678765,present
GSM9237931,P12_Normal,Normal,epithelial,TREM2,551,0.022746984609818593,0.012704174228675136,present
GSM9237931,P12_Normal,Normal,epithelial,PLA2G7,551,0.013080155562284172,0.007259528130671506,present
GSM9237931,P12_Normal,Normal,epithelial,IL1B,551,0.015460384739997446,0.009074410163339383,present
GSM9237931,P12_Normal,Normal,epithelial,TNF,551,0.007809518176524909,0.0054446460980036296,present
GSM9237931,P12_Normal,Normal,epithelial,CXCL8,551,0.09988000741176023,0.043557168784029036,present
GSM9237931,P12_Normal,Normal,macrophage,MIF,135,0.2591728490086002,0.24444444444444444,present
GSM9237931,P12_Normal,Normal,macrophage,CD74,135,4.7734936950783275,0.9555555555555556,present
GSM9237931,P12_Normal,Normal,macrophage,CD44,135,2.015153938959682,0.7333333333333333,present
GSM9237931,P12_Normal,Normal,macrophage,CXCR4,135,0.5097111080060966,0.2962962962962963,present
GSM9237931,P12_Normal,Normal,macrophage,SPP1,135,0.028744958315160503,0.014814814814814815,present
GSM9237931,P12_Normal,Normal,macrophage,TREM2,135,0.8010596588044541,0.42962962962962964,present
GSM9237931,P12_Normal,Normal,macrophage,PLA2G7,135,0.22823614648540116,0.14074074074074075,present
GSM9237931,P12_Normal,Normal,macrophage,IL1B,135,0.3151729865426231,0.21481481481481482,present
GSM9237931,P12_Normal,Normal,macrophage,TNF,135,0.15001724025215932,0.11851851851851852,present
GSM9237931,P12_Normal,Normal,macrophage,CXCL8,135,0.3539398716258122,0.15555555555555556,present
GSM9237932,P12_AIS,AIS,all_cells,MIF,3401,0.3267164768921039,0.21464275213172596,present
GSM9237932,P12_AIS,AIS,all_cells,CD74,3401,3.0108721715781646,0.8168185827697736,present
GSM9237932,P12_AIS,AIS,all_cells,CD44,3401,1.1332775093346685,0.4839753013819465,present
GSM9237932,P12_AIS,AIS,all_cells,CXCR4,3401,0.5860650023350041,0.22375771831814173,present
GSM9237932,P12_AIS,AIS,all_cells,SPP1,3401,0.005734643354038117,0.0035283740076448105,present
GSM9237932,P12_AIS,AIS,all_cells,TREM2,3401,0.054911376198407386,0.02881505439576595,present
GSM9237932,P12_AIS,AIS,all_cells,PLA2G7,3401,0.032615976164511555,0.017641870038224053,present
GSM9237932,P12_AIS,AIS,all_cells,IL1B,3401,0.02991670991470764,0.015583651867097913,present
GSM9237932,P12_AIS,AIS,all_cells,TNF,3401,0.028604625515859027,0.016171714201705382,present
GSM9237932,P12_AIS,AIS,all_cells,CXCL8,3401,0.06334553149515529,0.02999117906498089,present
GSM9237932,P12_AIS,AIS,epithelial,MIF,1618,0.47119336654191557,0.3288009888751545,present
GSM9237932,P12_AIS,AIS,epithelial,CD74,1618,3.4012542885600454,0.8868974042027195,present
GSM9237932,P12_AIS,AIS,epithelial,CD44,1618,1.260265647776134,0.5754017305315204,present
GSM9237932,P12_AIS,AIS,epithelial,CXCR4,1618,0.41904150238370563,0.18355995055624227,present
GSM9237932,P12_AIS,AIS,epithelial,SPP1,1618,0.004308950825168776,0.003708281829419036,present
GSM9237932,P12_AIS,AIS,epithelial,TREM2,1618,0.01320707182633975,0.009888751545117428,present
GSM9237932,P12_AIS,AIS,epithelial,PLA2G7,1618,0.007943778294498686,0.005562422744128554,present
GSM9237932,P12_AIS,AIS,epithelial,IL1B,1618,0.013032308856474696,0.007416563658838072,present
GSM9237932,P12_AIS,AIS,epithelial,TNF,1618,0.014898343094650273,0.011124845488257108,present
GSM9237932,P12_AIS,AIS,epithelial,CXCL8,1618,0.063901258153779,0.034610630407911,present
GSM9237932,P12_AIS,AIS,macrophage,MIF,186,0.24942711617974264,0.1989247311827957,present
GSM9237932,P12_AIS,AIS,macrophage,CD74,186,5.054644057350269,1.0,present
GSM9237932,P12_AIS,AIS,macrophage,CD44,186,1.4802191506973947,0.6129032258064516,present
GSM9237932,P12_AIS,AIS,macrophage,CXCR4,186,0.7323737564787158,0.3333333333333333,present
GSM9237932,P12_AIS,AIS,macrophage,SPP1,186,0.029770846446876536,0.010752688172043012,present
GSM9237932,P12_AIS,AIS,macrophage,TREM2,186,0.8065361125313439,0.3978494623655914,present
GSM9237932,P12_AIS,AIS,macrophage,PLA2G7,186,0.45184180233898646,0.23118279569892472,present
GSM9237932,P12_AIS,AIS,macrophage,IL1B,186,0.18875148667467778,0.12903225806451613,present
GSM9237932,P12_AIS,AIS,macrophage,TNF,186,0.05320244865379078,0.04838709677419355,present
GSM9237932,P12_AIS,AIS,macrophage,CXCL8,186,0.26412003367761844,0.12365591397849462,present
GSM9237933,P12_LUAD,LUAD,all_cells,MIF,4083,0.2677418028935959,0.17168748469262796,present
GSM9237933,P12_LUAD,LUAD,all_cells,CD74,4083,2.562814328365655,0.7100171442566741,present
GSM9237933,P12_LUAD,LUAD,all_cells,CD44,4083,1.0968039791141084,0.44403624785696794,present
GSM9237933,P12_LUAD,LUAD,all_cells,CXCR4,4083,0.5109668976181573,0.18564780798432526,present
GSM9237933,P12_LUAD,LUAD,all_cells,SPP1,4083,0.0255920364758022,0.01224589762429586,present
GSM9237933,P12_LUAD,LUAD,all_cells,TREM2,4083,0.08969121022411566,0.0440852314474651,present
GSM9237933,P12_LUAD,LUAD,all_cells,PLA2G7,4083,0.04736797058235453,0.02375704139113397,present
GSM9237933,P12_LUAD,LUAD,all_cells,IL1B,4083,0.051760206388152395,0.02302228753367622,present
GSM9237933,P12_LUAD,LUAD,all_cells,TNF,4083,0.022967252306028967,0.011266225814352193,present
GSM9237933,P12_LUAD,LUAD,all_cells,CXCL8,4083,0.12446521315383725,0.051677687974528534,present
GSM9237933,P12_LUAD,LUAD,epithelial,MIF,1710,0.4410000308969981,0.30409356725146197,present
GSM9237933,P12_LUAD,LUAD,epithelial,CD74,1710,2.922934164695174,0.7964912280701755,present
GSM9237933,P12_LUAD,LUAD,epithelial,CD44,1710,1.1829436964461015,0.5339181286549708,present
GSM9237933,P12_LUAD,LUAD,epithelial,CXCR4,1710,0.34765975809282296,0.1415204678362573,present
GSM9237933,P12_LUAD,LUAD,epithelial,SPP1,1710,0.012305857712263916,0.00935672514619883,present
GSM9237933,P12_LUAD,LUAD,epithelial,TREM2,1710,0.019643135450297066,0.01695906432748538,present
GSM9237933,P12_LUAD,LUAD,epithelial,PLA2G7,1710,0.011181666612202542,0.008187134502923977,present
GSM9237933,P12_LUAD,LUAD,epithelial,IL1B,1710,0.014528719963641254,0.008187134502923977,present
GSM9237933,P12_LUAD,LUAD,epithelial,TNF,1710,0.011447666635529754,0.004678362573099415,present
GSM9237933,P12_LUAD,LUAD,epithelial,CXCL8,1710,0.14344123746568896,0.06198830409356725,present
GSM9237933,P12_LUAD,LUAD,macrophage,MIF,326,0.22826624167034568,0.1441717791411043,present
GSM9237933,P12_LUAD,LUAD,macrophage,CD74,326,4.831477740220893,0.9754601226993865,present
GSM9237933,P12_LUAD,LUAD,macrophage,CD44,326,1.6973727378861119,0.6380368098159509,present
GSM9237933,P12_LUAD,LUAD,macrophage,CXCR4,326,0.7609478791166085,0.34049079754601225,present
GSM9237933,P12_LUAD,LUAD,macrophage,SPP1,326,0.167379967133862,0.06134969325153374,present
GSM9237933,P12_LUAD,LUAD,macrophage,TREM2,326,0.8918543694974205,0.39263803680981596,present
GSM9237933,P12_LUAD,LUAD,macrophage,PLA2G7,326,0.4348312477291245,0.20552147239263804,present
GSM9237933,P12_LUAD,LUAD,macrophage,IL1B,326,0.25334618490738753,0.13496932515337423,present
GSM9237933,P12_LUAD,LUAD,macrophage,TNF,326,0.09769096102726423,0.06134969325153374,present
GSM9237933,P12_LUAD,LUAD,macrophage,CXCL8,326,0.34337540503701386,0.13190184049079753,present
GSM9237934,P13_Normal,Normal,all_cells,MIF,883,0.08731500578438889,0.06002265005662514,present
GSM9237934,P13_Normal,Normal,all_cells,CD74,883,1.6700178145817386,0.5334088335220838,present
GSM9237934,P13_Normal,Normal,all_cells,CD44,883,0.9457905537558515,0.3646659116647792,present
GSM9237934,P13_Normal,Normal,all_cells,CXCR4,883,0.19025803012568904,0.07701019252548132,present
GSM9237934,P13_Normal,Normal,all_cells,SPP1,883,0.0030658180806496828,0.0011325028312570782,present
GSM9237934,P13_Normal,Normal,all_cells,TREM2,883,0.0320819865880092,0.01698754246885617,present
GSM9237934,P13_Normal,Normal,all_cells,PLA2G7,883,0.024103713247373378,0.011325028312570781,present
GSM9237934,P13_Normal,Normal,all_cells,IL1B,883,0.02431140978212717,0.011325028312570781,present
GSM9237934,P13_Normal,Normal,all_cells,TNF,883,0.027077970147437097,0.01245753114382786,present
GSM9237934,P13_Normal,Normal,all_cells,CXCL8,883,0.054043540478240365,0.01925254813137033,present
GSM9237934,P13_Normal,Normal,epithelial,MIF,246,0.15210531985276723,0.11382113821138211,present
GSM9237934,P13_Normal,Normal,epithelial,CD74,246,2.1211765415617503,0.6788617886178862,present
GSM9237934,P13_Normal,Normal,epithelial,CD44,246,1.2685807602851733,0.5121951219512195,present
GSM9237934,P13_Normal,Normal,epithelial,CXCR4,246,0.17144506215092253,0.08130081300813008,present
GSM9237934,P13_Normal,Normal,epithelial,SPP1,246,0.011004542135014918,0.0040650406504065045,present
GSM9237934,P13_Normal,Normal,epithelial,TREM2,246,0.009581687015594571,0.0040650406504065045,present
GSM9237934,P13_Normal,Normal,epithelial,PLA2G7,246,0.007508842716949693,0.0040650406504065045,present
GSM9237934,P13_Normal,Normal,epithelial,IL1B,246,0.01977245749882849,0.008130081300813009,present
GSM9237934,P13_Normal,Normal,epithelial,TNF,246,0.017813683426654965,0.012195121951219513,present
GSM9237934,P13_Normal,Normal,epithelial,CXCL8,246,0.04420191266315836,0.016260162601626018,present
GSM9237934,P13_Normal,Normal,macrophage,MIF,51,0.12315326166355503,0.11764705882352941,present
GSM9237934,P13_Normal,Normal,macrophage,CD74,51,4.2736581371724345,0.9215686274509803,present
GSM9237934,P13_Normal,Normal,macrophage,CD44,51,1.368205668084396,0.5490196078431373,present
GSM9237934,P13_Normal,Normal,macrophage,CXCR4,51,0.29445926740911393,0.17647058823529413,present
GSM9237934,P13_Normal,Normal,macrophage,SPP1,51,0.0,0.0,present
GSM9237934,P13_Normal,Normal,macrophage,TREM2,51,0.34093203203345324,0.21568627450980393,present
GSM9237934,P13_Normal,Normal,macrophage,PLA2G7,51,0.256622279421509,0.11764705882352941,present
GSM9237934,P13_Normal,Normal,macrophage,IL1B,51,0.09805919285593627,0.0784313725490196,present
GSM9237934,P13_Normal,Normal,macrophage,TNF,51,0.031709067527906025,0.0196078431372549,present
GSM9237934,P13_Normal,Normal,macrophage,CXCL8,51,0.32450362407264444,0.11764705882352941,present
GSM9237935,P13_MIA,MIA,all_cells,MIF,3510,0.10732617625696095,0.07065527065527065,present
GSM9237935,P13_MIA,MIA,all_cells,CD74,3510,1.8362953055550444,0.5558404558404558,present
GSM9237935,P13_MIA,MIA,all_cells,CD44,3510,0.9658722625451223,0.37207977207977205,present
GSM9237935,P13_MIA,MIA,all_cells,CXCR4,3510,0.23295602709366914,0.09487179487179487,present
GSM9237935,P13_MIA,MIA,all_cells,SPP1,3510,0.005942684613216988,0.002564102564102564,present
GSM9237935,P13_MIA,MIA,all_cells,TREM2,3510,0.05426667527301436,0.02849002849002849,present
GSM9237935,P13_MIA,MIA,all_cells,PLA2G7,3510,0.036019716677321456,0.016524216524216526,present
GSM9237935,P13_MIA,MIA,all_cells,IL1B,3510,0.02626300571437535,0.014814814814814815,present
GSM9237935,P13_MIA,MIA,all_cells,TNF,3510,0.03827927206805318,0.019373219373219373,present
GSM9237935,P13_MIA,MIA,all_cells,CXCL8,3510,0.030230293281807135,0.013105413105413105,present
GSM9237935,P13_MIA,MIA,epithelial,MIF,906,0.22627656933861498,0.16225165562913907,present
GSM9237935,P13_MIA,MIA,epithelial,CD74,906,2.1666346899693893,0.6997792494481236,present
GSM9237935,P13_MIA,MIA,epithelial,CD44,906,1.118696824131368,0.46357615894039733,present
GSM9237935,P13_MIA,MIA,epithelial,CXCR4,906,0.08785689875965763,0.039735099337748346,present
GSM9237935,P13_MIA,MIA,epithelial,SPP1,906,0.002545058943131205,0.0033112582781456954,present
GSM9237935,P13_MIA,MIA,epithelial,TREM2,906,0.015256696932637467,0.009933774834437087,present
GSM9237935,P13_MIA,MIA,epithelial,PLA2G7,906,0.01195958435467355,0.006622516556291391,present
GSM9237935,P13_MIA,MIA,epithelial,IL1B,906,0.0074266223230514275,0.005518763796909493,present
GSM9237935,P13_MIA,MIA,epithelial,TNF,906,0.013588718113310526,0.00772626931567329,present
GSM9237935,P13_MIA,MIA,epithelial,CXCL8,906,0.02097773077683735,0.012141280353200883,present
GSM9237935,P13_MIA,MIA,macrophage,MIF,318,0.10901762769052677,0.10377358490566038,present
GSM9237935,P13_MIA,MIA,macrophage,CD74,318,4.5883438540491985,0.9654088050314465,present
GSM9237935,P13_MIA,MIA,macrophage,CD44,318,1.5338549535208583,0.5817610062893082,present
GSM9237935,P13_MIA,MIA,macrophage,CXCR4,318,0.44185729797164025,0.2389937106918239,present
GSM9237935,P13_MIA,MIA,macrophage,SPP1,318,0.03683070906849936,0.009433962264150943,present
GSM9237935,P13_MIA,MIA,macrophage,TREM2,318,0.45010095841848763,0.2389937106918239,present
GSM9237935,P13_MIA,MIA,macrophage,PLA2G7,318,0.28043681310291685,0.1289308176100629,present
GSM9237935,P13_MIA,MIA,macrophage,IL1B,318,0.22246209099620817,0.1289308176100629,present
GSM9237935,P13_MIA,MIA,macrophage,TNF,318,0.13812148168560084,0.09748427672955975,present
GSM9237935,P13_MIA,MIA,macrophage,CXCL8,318,0.1846374936840989,0.07547169811320754,present
GSM9237936,P13_LUAD,LUAD,all_cells,MIF,3562,0.20493146790657268,0.12773722627737227,present
GSM9237936,P13_LUAD,LUAD,all_cells,CD74,3562,2.8085102542204665,0.8068500842223469,present
GSM9237936,P13_LUAD,LUAD,all_cells,CD44,3562,1.2080746637310342,0.4879281302638967,present
GSM9237936,P13_LUAD,LUAD,all_cells,CXCR4,3562,0.7038938595592108,0.2798989331836047,present
GSM9237936,P13_LUAD,LUAD,all_cells,SPP1,3562,0.025133829395430463,0.01291409320606401,present
GSM9237936,P13_LUAD,LUAD,all_cells,TREM2,3562,0.09815161236562565,0.05025266704098821,present
GSM9237936,P13_LUAD,LUAD,all_cells,PLA2G7,3562,0.07904596689720908,0.039303761931499155,present
GSM9237936,P13_LUAD,LUAD,all_cells,IL1B,3562,0.031139892681542165,0.015721504772599662,present
GSM9237936,P13_LUAD,LUAD,all_cells,TNF,3562,0.052746297820511275,0.025547445255474453,present
GSM9237936,P13_LUAD,LUAD,all_cells,CXCL8,3562,0.025059497717883513,0.013194834362717574,present
GSM9237936,P13_LUAD,LUAD,epithelial,MIF,334,0.4316260026209029,0.32335329341317365,present
GSM9237936,P13_LUAD,LUAD,epithelial,CD74,334,3.2433291738058125,0.9161676646706587,present
GSM9237936,P13_LUAD,LUAD,epithelial,CD44,334,1.4541637098295868,0.6287425149700598,present
GSM9237936,P13_LUAD,LUAD,epithelial,CXCR4,334,0.19809380738114862,0.11077844311377245,present
