Sample_Origin,Cell_type.refined,n_cells,mean_expression,median_expression,gene
mLN,,1819,0.0074630356,0.0,PPIC
nLN,B lymphocytes,10584,0.00036575974,0.0,PPIC
nLN,Myeloid cells,1288,0.050826956,0.0,PPIC
nLN,T/NK cells,19478,0.00024910312,0.0,PPIC
nLN,,6096,0.00034111575,0.0,PPIC
nLung,B lymphocytes,634,0.0032798762,0.0,PPIC
nLung,Endothelial cells,1295,0.15978663,0.0,PPIC
nLung,Epithelial cells,3703,0.22354703,0.0,PPIC
nLung,Fibroblasts,1585,0.6214367,0.6931472,PPIC
nLung,MAST cells,1079,0.014118155,0.0,PPIC
nLung,Myeloid cells,16672,0.4254175,0.0,PPIC
nLung,T/NK cells,11413,0.0044942517,0.0,PPIC
nLung,,6614,0.008445474,0.0,PPIC
tL/B,B lymphocytes,469,0.011210011,0.0,PPIC
tL/B,Epithelial cells,6582,0.52382624,0.0,PPIC
tL/B,Myeloid cells,1329,0.1291133,0.0,PPIC
tL/B,T/NK cells,2627,0.007651796,0.0,PPIC
tL/B,,963,0.0050384533,0.0,PPIC
tLung,B lymphocytes,5312,0.0064160377,0.0,PPIC
tLung,Endothelial cells,627,0.35457638,0.0,PPIC
tLung,Epithelial cells,7270,0.50897056,0.0,PPIC
tLung,Fibroblasts,1654,0.85557306,0.6931472,PPIC
tLung,MAST cells,1809,0.0065138214,0.0,PPIC
tLung,Myeloid cells,8794,0.19464716,0.0,PPIC
tLung,T/NK cells,13941,0.0047318535,0.0,PPIC
tLung,,5742,0.008205897,0.0,PPIC
PE,B lymphocytes,3285,0.22163776,0.0,IFI6
PE,Epithelial cells,396,1.2019361,0.89587975,IFI6
PE,Myeloid cells,3063,1.3936943,1.3862944,IFI6
PE,T/NK cells,9192,0.33590844,0.0,IFI6
PE,,4368,0.31225005,0.0,IFI6
mBrain,B lymphocytes,1311,0.4462372,0.0,IFI6
mBrain,Endothelial cells,159,1.0782281,0.6931472,IFI6
mBrain,Epithelial cells,15463,0.52833617,0.0,IFI6
mBrain,Fibroblasts,444,1.191949,1.0986123,IFI6
mBrain,MAST cells,508,0.18217358,0.0,IFI6
mBrain,Myeloid cells,5657,0.8682797,0.6931472,IFI6
mBrain,T/NK cells,2683,0.217145,0.0,IFI6
mBrain,,2835,0.26566404,0.0,IFI6
mLN,B lymphocytes,6062,0.3969908,0.0,IFI6
mLN,Epithelial cells,3053,1.5804048,1.3862944,IFI6
mLN,Myeloid cells,5442,1.8818268,1.9459101,IFI6
mLN,T/NK cells,5069,0.5046983,0.0,IFI6
mLN,,1819,0.3825483,0.0,IFI6
nLN,B lymphocytes,10584,0.082748055,0.0,IFI6
nLN,Myeloid cells,1288,0.48670158,0.0,IFI6
nLN,T/NK cells,19478,0.124513775,0.0,IFI6
nLN,,6096,0.0851457,0.0,IFI6
nLung,B lymphocytes,634,0.12636466,0.0,IFI6
nLung,Endothelial cells,1295,0.541725,0.6931472,IFI6
nLung,Epithelial cells,3703,0.30446452,0.0,IFI6
nLung,Fibroblasts,1585,0.39738038,0.0,IFI6
nLung,MAST cells,1079,0.1433792,0.0,IFI6
nLung,Myeloid cells,16672,1.3300569,1.3862944,IFI6
nLung,T/NK cells,11413,0.13935843,0.0,IFI6
nLung,,6614,0.13648713,0.0,IFI6
tL/B,B lymphocytes,469,0.16291137,0.0,IFI6
tL/B,Epithelial cells,6582,0.3914369,0.0,IFI6
tL/B,Myeloid cells,1329,0.7784534,0.6931472,IFI6
tL/B,T/NK cells,2627,0.20280056,0.0,IFI6
tL/B,,963,0.16736035,0.0,IFI6
tLung,B lymphocytes,5312,0.25328344,0.0,IFI6
tLung,Endothelial cells,627,0.6067718,0.6931472,IFI6
tLung,Epithelial cells,7270,1.1938169,1.0986123,IFI6
tLung,Fibroblasts,1654,0.5641326,0.6931472,IFI6
tLung,MAST cells,1809,0.21836865,0.0,IFI6
tLung,Myeloid cells,8794,1.1587913,1.0986123,IFI6
tLung,T/NK cells,13941,0.18076372,0.0,IFI6
tLung,,5742,0.14298762,0.0,IFI6
PE,B lymphocytes,3285,0.005187518,0.0,G0S2
PE,Epithelial cells,396,0.11777296,0.0,G0S2
PE,Myeloid cells,3063,0.3706615,0.0,G0S2
PE,T/NK cells,9192,0.0064850585,0.0,G0S2
PE,,4368,0.007617002,0.0,G0S2
mBrain,B lymphocytes,1311,0.047295183,0.0,G0S2
mBrain,Endothelial cells,159,0.043594163,0.0,G0S2
mBrain,Epithelial cells,15463,0.17801711,0.0,G0S2
mBrain,Fibroblasts,444,0.2980748,0.0,G0S2
mBrain,MAST cells,508,0.032978967,0.0,G0S2
mBrain,Myeloid cells,5657,0.7391977,0.0,G0S2
mBrain,T/NK cells,2683,0.023163924,0.0,G0S2
mBrain,,2835,0.028421907,0.0,G0S2
mLN,B lymphocytes,6062,0.046522044,0.0,G0S2
mLN,Epithelial cells,3053,0.563228,0.0,G0S2
mLN,Myeloid cells,5442,1.323895,0.6931472,G0S2
mLN,T/NK cells,5069,0.033697445,0.0,G0S2
mLN,,1819,0.03712837,0.0,G0S2
nLN,B lymphocytes,10584,0.009328946,0.0,G0S2
nLN,Myeloid cells,1288,0.40573007,0.0,G0S2
nLN,T/NK cells,19478,0.0036793354,0.0,G0S2
nLN,,6096,0.00471322,0.0,G0S2
nLung,B lymphocytes,634,0.044824593,0.0,G0S2
nLung,Endothelial cells,1295,0.051297862,0.0,G0S2
nLung,Epithelial cells,3703,0.15017368,0.0,G0S2
nLung,Fibroblasts,1585,0.551871,0.0,G0S2
nLung,MAST cells,1079,0.061746895,0.0,G0S2
nLung,Myeloid cells,16672,0.5474316,0.0,G0S2
nLung,T/NK cells,11413,0.014531291,0.0,G0S2
nLung,,6614,0.01991533,0.0,G0S2
tL/B,B lymphocytes,469,0.05047258,0.0,G0S2
tL/B,Epithelial cells,6582,0.5107986,0.0,G0S2
tL/B,Myeloid cells,1329,0.8148265,0.0,G0S2
tL/B,T/NK cells,2627,0.01870914,0.0,G0S2
tL/B,,963,0.016975962,0.0,G0S2
tLung,B lymphocytes,5312,0.047827613,0.0,G0S2
tLung,Endothelial cells,627,0.06853121,0.0,G0S2
tLung,Epithelial cells,7270,0.2690795,0.0,G0S2
tLung,Fibroblasts,1654,0.6788964,0.0,G0S2
tLung,MAST cells,1809,0.08567236,0.0,G0S2
tLung,Myeloid cells,8794,0.97201717,0.0,G0S2
tLung,T/NK cells,13941,0.031746533,0.0,G0S2
tLung,,5742,0.031428553,0.0,G0S2
PE,B lymphocytes,3285,0.16882026,0.0,GPR183
PE,Epithelial cells,396,0.07163363,0.0,GPR183
PE,Myeloid cells,3063,0.62210846,0.6931472,GPR183
PE,T/NK cells,9192,0.23885025,0.0,GPR183
PE,,4368,0.22394189,0.0,GPR183
mBrain,B lymphocytes,1311,0.18341354,0.0,GPR183
mBrain,Endothelial cells,159,0.013078249,0.0,GPR183
mBrain,Epithelial cells,15463,0.020384181,0.0,GPR183
mBrain,Fibroblasts,444,0.0547599,0.0,GPR183
mBrain,MAST cells,508,0.06310196,0.0,GPR183
mBrain,Myeloid cells,5657,0.71165615,0.0,GPR183
mBrain,T/NK cells,2683,0.1757177,0.0,GPR183
mBrain,,2835,0.11264072,0.0,GPR183
mLN,B lymphocytes,6062,0.41963363,0.0,GPR183
mLN,Epithelial cells,3053,0.117607675,0.0,GPR183
mLN,Myeloid cells,5442,0.9569577,0.6931472,GPR183
mLN,T/NK cells,5069,0.3010124,0.0,GPR183
mLN,,1819,0.19422546,0.0,GPR183
nLN,B lymphocytes,10584,0.46046194,0.0,GPR183
nLN,Myeloid cells,1288,0.77255166,0.0,GPR183
nLN,T/NK cells,19478,0.47683433,0.0,GPR183
nLN,,6096,0.44295555,0.0,GPR183
nLung,B lymphocytes,634,0.83418876,0.6931472,GPR183
nLung,Endothelial cells,1295,0.027693653,0.0,GPR183
nLung,Epithelial cells,3703,0.02800899,0.0,GPR183
nLung,Fibroblasts,1585,0.030619284,0.0,GPR183
nLung,MAST cells,1079,0.045587823,0.0,GPR183
nLung,Myeloid cells,16672,0.3432618,0.0,GPR183
nLung,T/NK cells,11413,0.16264376,0.0,GPR183
nLung,,6614,0.14275463,0.0,GPR183
tL/B,B lymphocytes,469,0.41302463,0.0,GPR183
tL/B,Epithelial cells,6582,0.025088744,0.0,GPR183
tL/B,Myeloid cells,1329,0.6526085,0.0,GPR183
tL/B,T/NK cells,2627,0.23478563,0.0,GPR183
tL/B,,963,0.170169,0.0,GPR183
tLung,B lymphocytes,5312,0.5858593,0.6931472,GPR183
tLung,Endothelial cells,627,0.057345692,0.0,GPR183
tLung,Epithelial cells,7270,0.11168363,0.0,GPR183
tLung,Fibroblasts,1654,0.08634449,0.0,GPR183
tLung,MAST cells,1809,0.09346371,0.0,GPR183
tLung,Myeloid cells,8794,1.0756956,0.6931472,GPR183
tLung,T/NK cells,13941,0.425431,0.0,GPR183
tLung,,5742,0.4035855,0.0,GPR183
PE,B lymphocytes,3285,0.0023568957,0.0,CCL17
PE,Epithelial cells,396,0.005251115,0.0,CCL17
PE,Myeloid cells,3063,0.060573217,0.0,CCL17
PE,T/NK cells,9192,0.0021114144,0.0,CCL17
PE,,4368,0.0020629382,0.0,CCL17
mBrain,B lymphocytes,1311,0.0022459489,0.0,CCL17
mBrain,Endothelial cells,159,0.013078249,0.0,CCL17
mBrain,Epithelial cells,15463,0.004911598,0.0,CCL17
mBrain,Fibroblasts,444,0.004683427,0.0,CCL17
mBrain,MAST cells,508,0.001364463,0.0,CCL17
mBrain,Myeloid cells,5657,0.032769263,0.0,CCL17
mBrain,T/NK cells,2683,0.0005166956,0.0,CCL17
mBrain,,2835,0.001419877,0.0,CCL17
mLN,B lymphocytes,6062,0.0033120345,0.0,CCL17
mLN,Epithelial cells,3053,0.0036326088,0.0,CCL17
mLN,Myeloid cells,5442,0.017437315,0.0,CCL17
mLN,T/NK cells,5069,0.0008204543,0.0,CCL17
mLN,,1819,0.0,0.0,CCL17
nLN,B lymphocytes,10584,0.0029835058,0.0,CCL17
nLN,Myeloid cells,1288,0.09073085,0.0,CCL17
nLN,T/NK cells,19478,0.0010528151,0.0,CCL17
nLN,,6096,0.0011370524,0.0,CCL17
nLung,B lymphocytes,634,0.036279123,0.0,CCL17
nLung,Endothelial cells,1295,0.005352488,0.0,CCL17
nLung,Epithelial cells,3703,0.0069263834,0.0,CCL17
nLung,Fibroblasts,1585,0.0047697667,0.0,CCL17
nLung,MAST cells,1079,0.0012847955,0.0,CCL17
nLung,Myeloid cells,16672,0.062332183,0.0,CCL17
nLung,T/NK cells,11413,0.0027486943,0.0,CCL17
nLung,,6614,0.0038707124,0.0,CCL17
tL/B,B lymphocytes,469,0.0029558516,0.0,CCL17
tL/B,Epithelial cells,6582,0.0021677923,0.0,CCL17
tL/B,Myeloid cells,1329,0.03656239,0.0,CCL17
tL/B,T/NK cells,2627,0.0018469853,0.0,CCL17
tL/B,,963,0.001439558,0.0,CCL17
tLung,B lymphocytes,5312,0.012908258,0.0,CCL17
tLung,Endothelial cells,627,0.017229144,0.0,CCL17
tLung,Epithelial cells,7270,0.008197374,0.0,CCL17
tLung,Fibroblasts,1654,0.014101322,0.0,CCL17
tLung,MAST cells,1809,0.00842965,0.0,CCL17
tLung,Myeloid cells,8794,0.14221588,0.0,CCL17
tLung,T/NK cells,13941,0.0044044484,0.0,CCL17
tLung,,5742,0.0034005404,0.0,CCL17
PE,B lymphocytes,3285,0.0,0.0,NLRP3
PE,Epithelial cells,396,0.012252602,0.0,NLRP3
PE,Myeloid cells,3063,0.20104691,0.0,NLRP3
PE,T/NK cells,9192,0.0027900834,0.0,NLRP3
PE,,4368,0.0030150632,0.0,NLRP3
mBrain,B lymphocytes,1311,0.0010574327,0.0,NLRP3
mBrain,Endothelial cells,159,0.013078249,0.0,NLRP3
mBrain,Epithelial cells,15463,0.0016585686,0.0,NLRP3
mBrain,Fibroblasts,444,0.009366854,0.0,NLRP3
mBrain,MAST cells,508,0.004891549,0.0,NLRP3
mBrain,Myeloid cells,5657,0.17614682,0.0,NLRP3
mBrain,T/NK cells,2683,0.006609819,0.0,NLRP3
mBrain,,2835,0.0048899273,0.0,NLRP3
mLN,B lymphocytes,6062,0.0031066902,0.0,NLRP3
mLN,Epithelial cells,3053,0.0092529105,0.0,NLRP3
mLN,Myeloid cells,5442,0.20590869,0.0,NLRP3
mLN,T/NK cells,5069,0.005219447,0.0,NLRP3
mLN,,1819,0.0045727137,0.0,NLRP3
nLN,B lymphocytes,10584,0.0020030122,0.0,NLRP3
nLN,Myeloid cells,1288,0.07099812,0.0,NLRP3
nLN,T/NK cells,19478,0.004353605,0.0,NLRP3
nLN,,6096,0.003705081,0.0,NLRP3
nLung,B lymphocytes,634,0.002826119,0.0,NLRP3
nLung,Endothelial cells,1295,0.005978689,0.0,NLRP3
nLung,Epithelial cells,3703,0.0055696773,0.0,NLRP3
nLung,Fibroblasts,1585,0.007830985,0.0,NLRP3
nLung,MAST cells,1079,0.007708773,0.0,NLRP3
nLung,Myeloid cells,16672,0.110386595,0.0,NLRP3
nLung,T/NK cells,11413,0.0031581228,0.0,NLRP3
nLung,,6614,0.0033536,0.0,NLRP3
tL/B,B lymphocytes,469,0.0029558516,0.0,NLRP3
tL/B,Epithelial cells,6582,0.0027122346,0.0,NLRP3
tL/B,Myeloid cells,1329,0.22699593,0.0,NLRP3
tL/B,T/NK cells,2627,0.0047493908,0.0,NLRP3
tL/B,,963,0.002159337,0.0,NLRP3
tLung,B lymphocytes,5312,0.0021641226,0.0,NLRP3
tLung,Endothelial cells,627,0.0022109959,0.0,NLRP3
tLung,Epithelial cells,7270,0.0033370221,0.0,NLRP3
tLung,Fibroblasts,1654,0.0023405084,0.0,NLRP3
tLung,MAST cells,1809,0.01034548,0.0,NLRP3
tLung,Myeloid cells,8794,0.14478326,0.0,NLRP3
tLung,T/NK cells,13941,0.0057431515,0.0,NLRP3
tLung,,5742,0.004587181,0.0,NLRP3
PE,B lymphocytes,3285,0.04064027,0.0,SERPINB9
PE,Epithelial cells,396,0.21830426,0.0,SERPINB9
PE,Myeloid cells,3063,0.19167256,0.0,SERPINB9
PE,T/NK cells,9192,0.05227474,0.0,SERPINB9
PE,,4368,0.05649897,0.0,SERPINB9
mBrain,B lymphocytes,1311,0.032292314,0.0,SERPINB9
mBrain,Endothelial cells,159,0.17478964,0.0,SERPINB9
mBrain,Epithelial cells,15463,0.025999319,0.0,SERPINB9
mBrain,Fibroblasts,444,0.03617155,0.0,SERPINB9
mBrain,MAST cells,508,0.037072353,0.0,SERPINB9
mBrain,Myeloid cells,5657,0.1969196,0.0,SERPINB9
mBrain,T/NK cells,2683,0.070572875,0.0,SERPINB9
mBrain,,2835,0.034395672,0.0,SERPINB9
mLN,B lymphocytes,6062,0.07791599,0.0,SERPINB9
mLN,Epithelial cells,3053,0.17335859,0.0,SERPINB9
mLN,Myeloid cells,5442,0.29783627,0.0,SERPINB9
mLN,T/NK cells,5069,0.09948228,0.0,SERPINB9
mLN,,1819,0.077046834,0.0,SERPINB9
nLN,B lymphocytes,10584,0.07489164,0.0,SERPINB9
nLN,Myeloid cells,1288,0.17154847,0.0,SERPINB9
nLN,T/NK cells,19478,0.055163417,0.0,SERPINB9
nLN,,6096,0.049122714,0.0,SERPINB9
nLung,B lymphocytes,634,0.14753051,0.0,SERPINB9
nLung,Endothelial cells,1295,0.11433243,0.0,SERPINB9
nLung,Epithelial cells,3703,0.015582566,0.0,SERPINB9
nLung,Fibroblasts,1585,0.13284782,0.0,SERPINB9
nLung,MAST cells,1079,0.04818088,0.0,SERPINB9
nLung,Myeloid cells,16672,0.15228899,0.0,SERPINB9
nLung,T/NK cells,11413,0.09496446,0.0,SERPINB9
nLung,,6614,0.09656872,0.0,SERPINB9
tL/B,B lymphocytes,469,0.055547785,0.0,SERPINB9
tL/B,Epithelial cells,6582,0.0454693,0.0,SERPINB9
tL/B,Myeloid cells,1329,0.25336558,0.0,SERPINB9
tL/B,T/NK cells,2627,0.08615684,0.0,SERPINB9
tL/B,,963,0.074802905,0.0,SERPINB9
tLung,B lymphocytes,5312,0.13712128,0.0,SERPINB9
tLung,Endothelial cells,627,0.14413933,0.0,SERPINB9
tLung,Epithelial cells,7270,0.04601385,0.0,SERPINB9
tLung,Fibroblasts,1654,0.12530701,0.0,SERPINB9
tLung,MAST cells,1809,0.0615025,0.0,SERPINB9
tLung,Myeloid cells,8794,0.2787723,0.0,SERPINB9
tLung,T/NK cells,13941,0.10792251,0.0,SERPINB9
tLung,,5742,0.10372974,0.0,SERPINB9
PE,B lymphocytes,3285,0.0004220074,0.0,PTGS2
PE,Epithelial cells,396,0.0618628,0.0,PTGS2
PE,Myeloid cells,3063,0.05064488,0.0,PTGS2
PE,T/NK cells,9192,0.0008294842,0.0,PTGS2
PE,,4368,0.00047606262,0.0,PTGS2
mBrain,B lymphocytes,1311,0.006344597,0.0,PTGS2
mBrain,Endothelial cells,159,0.25086674,0.0,PTGS2
mBrain,Epithelial cells,15463,0.4178371,0.0,PTGS2
mBrain,Fibroblasts,444,0.13336857,0.0,PTGS2
mBrain,MAST cells,508,0.11055084,0.0,PTGS2
mBrain,Myeloid cells,5657,0.20947458,0.0,PTGS2
mBrain,T/NK cells,2683,0.0049086083,0.0,PTGS2
mBrain,,2835,0.008620303,0.0,PTGS2
mLN,B lymphocytes,6062,0.0053741205,0.0,PTGS2
mLN,Epithelial cells,3053,0.64324015,0.0,PTGS2
mLN,Myeloid cells,5442,0.35645628,0.0,PTGS2
mLN,T/NK cells,5069,0.006917109,0.0,PTGS2
mLN,,1819,0.009907546,0.0,PTGS2
nLN,B lymphocytes,10584,0.00054500386,0.0,PTGS2
nLN,Myeloid cells,1288,0.0928138,0.0,PTGS2
nLN,T/NK cells,19478,0.0001779308,0.0,PTGS2
nLN,,6096,0.0034198917,0.0,PTGS2
nLung,B lymphocytes,634,0.006911714,0.0,PTGS2
nLung,Endothelial cells,1295,0.06415442,0.0,PTGS2
nLung,Epithelial cells,3703,0.09793441,0.0,PTGS2
nLung,Fibroblasts,1585,0.15798603,0.0,PTGS2
nLung,MAST cells,1079,0.35216808,0.0,PTGS2
nLung,Myeloid cells,16672,0.15340333,0.0,PTGS2
nLung,T/NK cells,11413,0.003279589,0.0,PTGS2
nLung,,6614,0.0040723365,0.0,PTGS2
tL/B,B lymphocytes,469,0.004433777,0.0,PTGS2
tL/B,Epithelial cells,6582,0.16362712,0.0,PTGS2
tL/B,Myeloid cells,1329,0.3220334,0.0,PTGS2
tL/B,T/NK cells,2627,0.0027928958,0.0,PTGS2
tL/B,,963,0.005758232,0.0,PTGS2
tLung,B lymphocytes,5312,0.013213727,0.0,PTGS2
tLung,Endothelial cells,627,0.059895992,0.0,PTGS2
tLung,Epithelial cells,7270,0.48581478,0.0,PTGS2
tLung,Fibroblasts,1654,0.16259038,0.0,PTGS2
tLung,MAST cells,1809,0.29566497,0.0,PTGS2
tLung,Myeloid cells,8794,0.2380502,0.0,PTGS2
tLung,T/NK cells,13941,0.0070211827,0.0,PTGS2
tLung,,5742,0.008981066,0.0,PTGS2
PE,B lymphocytes,3285,0.013452518,0.0,CCL4L2
PE,Epithelial cells,396,0.1717051,0.0,CCL4L2
PE,Myeloid cells,3063,0.53751665,0.0,CCL4L2
PE,T/NK cells,9192,0.10456429,0.0,CCL4L2
PE,,4368,0.09706263,0.0,CCL4L2
mBrain,B lymphocytes,1311,0.095811754,0.0,CCL4L2
mBrain,Endothelial cells,159,0.17109288,0.0,CCL4L2
mBrain,Epithelial cells,15463,0.11195846,0.0,CCL4L2
mBrain,Fibroblasts,444,0.2415794,0.0,CCL4L2
mBrain,MAST cells,508,0.14831065,0.0,CCL4L2
mBrain,Myeloid cells,5657,1.3349389,1.0986123,CCL4L2
mBrain,T/NK cells,2683,0.39384654,0.0,CCL4L2
mBrain,,2835,0.29658145,0.0,CCL4L2
mLN,B lymphocytes,6062,0.07180562,0.0,CCL4L2
mLN,Epithelial cells,3053,0.47666383,0.0,CCL4L2
mLN,Myeloid cells,5442,1.5611154,1.3862944,CCL4L2
mLN,T/NK cells,5069,0.38655075,0.0,CCL4L2
mLN,,1819,0.49985155,0.0,CCL4L2
nLN,B lymphocytes,10584,0.043488078,0.0,CCL4L2
nLN,Myeloid cells,1288,0.62309736,0.0,CCL4L2
nLN,T/NK cells,19478,0.11078818,0.0,CCL4L2
nLN,,6096,0.12696926,0.0,CCL4L2
nLung,B lymphocytes,634,0.080560245,0.0,CCL4L2
nLung,Endothelial cells,1295,0.0579007,0.0,CCL4L2
nLung,Epithelial cells,3703,0.088291645,0.0,CCL4L2
nLung,Fibroblasts,1585,0.030017015,0.0,CCL4L2
nLung,MAST cells,1079,0.107797265,0.0,CCL4L2
nLung,Myeloid cells,16672,0.5487041,0.0,CCL4L2
nLung,T/NK cells,11413,0.39122877,0.0,CCL4L2
nLung,,6614,0.48590958,0.0,CCL4L2
tL/B,B lymphocytes,469,0.18615085,0.0,CCL4L2
tL/B,Epithelial cells,6582,0.08092374,0.0,CCL4L2
tL/B,Myeloid cells,1329,1.2653406,1.0986123,CCL4L2
tL/B,T/NK cells,2627,0.5915412,0.0,CCL4L2
tL/B,,963,0.6776105,0.0,CCL4L2
tLung,B lymphocytes,5312,0.08194584,0.0,CCL4L2
tLung,Endothelial cells,627,0.043923825,0.0,CCL4L2
tLung,Epithelial cells,7270,0.15582575,0.0,CCL4L2
tLung,Fibroblasts,1654,0.11668903,0.0,CCL4L2
tLung,MAST cells,1809,0.07489393,0.0,CCL4L2
tLung,Myeloid cells,8794,1.0860001,0.6931472,CCL4L2
tLung,T/NK cells,13941,0.24400207,0.0,CCL4L2
tLung,,5742,0.23293717,0.0,CCL4L2
PE,B lymphocytes,3285,0.009264517,0.0,GRASP
PE,Epithelial cells,396,0.014002973,0.0,GRASP
PE,Myeloid cells,3063,0.038850572,0.0,GRASP
PE,T/NK cells,9192,0.0016589684,0.0,GRASP
PE,,4368,0.007709828,0.0,GRASP
mBrain,B lymphocytes,1311,0.010574328,0.0,GRASP
mBrain,Endothelial cells,159,0.23065025,0.0,GRASP
mBrain,Epithelial cells,15463,0.002670966,0.0,GRASP
mBrain,Fibroblasts,444,0.022769202,0.0,GRASP
mBrain,MAST cells,508,0.013644629,0.0,GRASP
mBrain,Myeloid cells,5657,0.058375083,0.0,GRASP
mBrain,T/NK cells,2683,0.005425304,0.0,GRASP
mBrain,,2835,0.004442481,0.0,GRASP
mLN,B lymphocytes,6062,0.009604811,0.0,GRASP
mLN,Epithelial cells,3053,0.013073978,0.0,GRASP
mLN,Myeloid cells,5442,0.033630643,0.0,GRASP
mLN,T/NK cells,5069,0.0022678673,0.0,GRASP
mLN,,1819,0.0026674164,0.0,GRASP
nLN,B lymphocytes,10584,0.013895029,0.0,GRASP
nLN,Myeloid cells,1288,0.031578936,0.0,GRASP
nLN,T/NK cells,19478,0.00283817,0.0,GRASP
nLN,,6096,0.011675405,0.0,GRASP
nLung,B lymphocytes,634,0.080367655,0.0,GRASP
nLung,Endothelial cells,1295,0.075602144,0.0,GRASP
nLung,Epithelial cells,3703,0.0034788318,0.0,GRASP
nLung,Fibroblasts,1585,0.027699582,0.0,GRASP
nLung,MAST cells,1079,0.023611259,0.0,GRASP
nLung,Myeloid cells,16672,0.03269744,0.0,GRASP
nLung,T/NK cells,11413,0.004722297,0.0,GRASP
nLung,,6614,0.007292504,0.0,GRASP
tL/B,B lymphocytes,469,0.02512474,0.0,GRASP
tL/B,Epithelial cells,6582,0.0013253163,0.0,GRASP
tL/B,Myeloid cells,1329,0.037945706,0.0,GRASP
tL/B,T/NK cells,2627,0.0015831302,0.0,GRASP
tL/B,,963,0.006478011,0.0,GRASP
tLung,B lymphocytes,5312,0.023761004,0.0,GRASP
tLung,Endothelial cells,627,0.121794425,0.0,GRASP
tLung,Epithelial cells,7270,0.005862848,0.0,GRASP
tLung,Fibroblasts,1654,0.022527236,0.0,GRASP
tLung,MAST cells,1809,0.027877195,0.0,GRASP
tLung,Myeloid cells,8794,0.06167261,0.0,GRASP
tLung,T/NK cells,13941,0.004155848,0.0,GRASP
tLung,,5742,0.0054527004,0.0,GRASP
PE,B lymphocytes,3285,0.050438672,0.0,RGS1
PE,Epithelial cells,396,0.052808583,0.0,RGS1
PE,Myeloid cells,3063,0.19159792,0.0,RGS1
PE,T/NK cells,9192,0.18766864,0.0,RGS1
PE,,4368,0.13946447,0.0,RGS1
mBrain,B lymphocytes,1311,0.5006608,0.0,RGS1
mBrain,Endothelial cells,159,0.07666017,0.0,RGS1
mBrain,Epithelial cells,15463,0.043464568,0.0,RGS1
mBrain,Fibroblasts,444,0.12795277,0.0,RGS1
mBrain,MAST cells,508,1.2694422,1.0986123,RGS1
mBrain,Myeloid cells,5657,1.1725144,1.0986123,RGS1
mBrain,T/NK cells,2683,0.8704747,0.6931472,RGS1
mBrain,,2835,0.48740867,0.0,RGS1
mLN,B lymphocytes,6062,0.49998888,0.0,RGS1
mLN,Epithelial cells,3053,0.20793337,0.0,RGS1
mLN,Myeloid cells,5442,1.0840648,0.6931472,RGS1
mLN,T/NK cells,5069,0.7864364,0.6931472,RGS1
mLN,,1819,0.5321109,0.0,RGS1
nLN,B lymphocytes,10584,0.48104608,0.0,RGS1
nLN,Myeloid cells,1288,0.9287646,0.0,RGS1
nLN,T/NK cells,19478,0.6740759,0.0,RGS1
nLN,,6096,0.579251,0.0,RGS1
nLung,B lymphocytes,634,0.63568604,0.0,RGS1
nLung,Endothelial cells,1295,0.0397607,0.0,RGS1
nLung,Epithelial cells,3703,0.04589718,0.0,RGS1
nLung,Fibroblasts,1585,0.03156097,0.0,RGS1
nLung,MAST cells,1079,1.6145695,1.609438,RGS1
nLung,Myeloid cells,16672,0.34860453,0.0,RGS1
nLung,T/NK cells,11413,0.42078254,0.0,RGS1
nLung,,6614,0.34998992,0.0,RGS1
tL/B,B lymphocytes,469,0.5857226,0.0,RGS1
tL/B,Epithelial cells,6582,0.052168984,0.0,RGS1
tL/B,Myeloid cells,1329,1.0455788,0.6931472,RGS1
tL/B,T/NK cells,2627,0.9501262,0.6931472,RGS1
tL/B,,963,0.4872064,0.0,RGS1
tLung,B lymphocytes,5312,0.8751797,0.6931472,RGS1
tLung,Endothelial cells,627,0.10180521,0.0,RGS1
tLung,Epithelial cells,7270,0.12857129,0.0,RGS1
tLung,Fibroblasts,1654,0.18273006,0.0,RGS1
tLung,MAST cells,1809,1.5206988,1.3862944,RGS1
tLung,Myeloid cells,8794,1.2044755,1.0986123,RGS1
tLung,T/NK cells,13941,1.1523032,1.0986123,RGS1
tLung,,5742,0.89882934,0.6931472,RGS1
PE,B lymphocytes,3285,0.24968597,0.0,PMAIP1
PE,Epithelial cells,396,0.5107461,0.0,PMAIP1
PE,Myeloid cells,3063,0.15695934,0.0,PMAIP1
PE,T/NK cells,9192,0.09160982,0.0,PMAIP1
PE,,4368,0.07680374,0.0,PMAIP1
mBrain,B lymphocytes,1311,0.13126862,0.0,PMAIP1
mBrain,Endothelial cells,159,0.1642615,0.0,PMAIP1
mBrain,Epithelial cells,15463,0.395059,0.0,PMAIP1
mBrain,Fibroblasts,444,0.19147493,0.0,PMAIP1
mBrain,MAST cells,508,0.029915595,0.0,PMAIP1
mBrain,Myeloid cells,5657,0.20439902,0.0,PMAIP1
mBrain,T/NK cells,2683,0.29252842,0.0,PMAIP1
mBrain,,2835,0.14291984,0.0,PMAIP1
mLN,B lymphocytes,6062,0.28543237,0.0,PMAIP1
mLN,Epithelial cells,3053,0.7920036,0.6931472,PMAIP1
mLN,Myeloid cells,5442,0.28976133,0.0,PMAIP1
mLN,T/NK cells,5069,0.1617479,0.0,PMAIP1
mLN,,1819,0.13669308,0.0,PMAIP1
