Sample_Origin,Cell_type.refined,n_cells,mean_expression,median_expression,gene
mLN,T/NK cells,5069,0.09368595,0.0,LGALS3BP
mLN,,1819,0.054773577,0.0,LGALS3BP
nLN,B lymphocytes,10584,0.015121261,0.0,LGALS3BP
nLN,Myeloid cells,1288,0.22279784,0.0,LGALS3BP
nLN,T/NK cells,19478,0.06019798,0.0,LGALS3BP
nLN,,6096,0.037336186,0.0,LGALS3BP
nLung,B lymphocytes,634,0.042370412,0.0,LGALS3BP
nLung,Endothelial cells,1295,0.06155736,0.0,LGALS3BP
nLung,Epithelial cells,3703,0.7211551,0.6931472,LGALS3BP
nLung,Fibroblasts,1585,1.11949,1.0986123,LGALS3BP
nLung,MAST cells,1079,0.036313478,0.0,LGALS3BP
nLung,Myeloid cells,16672,0.92704827,0.6931472,LGALS3BP
nLung,T/NK cells,11413,0.040952776,0.0,LGALS3BP
nLung,,6614,0.045408063,0.0,LGALS3BP
tL/B,B lymphocytes,469,0.03568778,0.0,LGALS3BP
tL/B,Epithelial cells,6582,0.63828903,0.6931472,LGALS3BP
tL/B,Myeloid cells,1329,0.34618175,0.0,LGALS3BP
tL/B,T/NK cells,2627,0.046568695,0.0,LGALS3BP
tL/B,,963,0.024826512,0.0,LGALS3BP
tLung,B lymphocytes,5312,0.04049751,0.0,LGALS3BP
tLung,Endothelial cells,627,0.03621046,0.0,LGALS3BP
tLung,Epithelial cells,7270,1.3302913,1.3862944,LGALS3BP
tLung,Fibroblasts,1654,1.1264973,1.0986123,LGALS3BP
tLung,MAST cells,1809,0.022961147,0.0,LGALS3BP
tLung,Myeloid cells,8794,0.57521605,0.0,LGALS3BP
tLung,T/NK cells,13941,0.045728873,0.0,LGALS3BP
tLung,,5742,0.041107293,0.0,LGALS3BP
PE,B lymphocytes,3285,0.0010550185,0.0,PHLDA3
PE,Epithelial cells,396,0.6286481,0.0,PHLDA3
PE,Myeloid cells,3063,0.0140518425,0.0,PHLDA3
PE,T/NK cells,9192,0.005304163,0.0,PHLDA3
PE,,4368,0.0055151675,0.0,PHLDA3
mBrain,B lymphocytes,1311,0.01321791,0.0,PHLDA3
mBrain,Endothelial cells,159,0.11992656,0.0,PHLDA3
mBrain,Epithelial cells,15463,0.3700014,0.0,PHLDA3
mBrain,Fibroblasts,444,0.45568937,0.0,PHLDA3
mBrain,MAST cells,508,0.004093389,0.0,PHLDA3
mBrain,Myeloid cells,5657,0.028542664,0.0,PHLDA3
mBrain,T/NK cells,2683,0.011045632,0.0,PHLDA3
mBrain,,2835,0.13590825,0.0,PHLDA3
mLN,B lymphocytes,6062,0.0028585747,0.0,PHLDA3
mLN,Epithelial cells,3053,0.63210946,0.6931472,PHLDA3
mLN,Myeloid cells,5442,0.041633677,0.0,PHLDA3
mLN,T/NK cells,5069,0.010108655,0.0,PHLDA3
mLN,,1819,0.0047956193,0.0,PHLDA3
nLN,B lymphocytes,10584,0.0005894109,0.0,PHLDA3
nLN,Myeloid cells,1288,0.059950978,0.0,PHLDA3
nLN,T/NK cells,19478,0.0032148482,0.0,PHLDA3
nLN,,6096,0.0014309763,0.0,PHLDA3
nLung,B lymphocytes,634,0.009385872,0.0,PHLDA3
nLung,Endothelial cells,1295,0.062422194,0.0,PHLDA3
nLung,Epithelial cells,3703,0.13694723,0.0,PHLDA3
nLung,Fibroblasts,1585,0.22706985,0.0,PHLDA3
nLung,MAST cells,1079,0.017660705,0.0,PHLDA3
nLung,Myeloid cells,16672,0.6189785,0.6931472,PHLDA3
nLung,T/NK cells,11413,0.009520214,0.0,PHLDA3
nLung,,6614,0.011484675,0.0,PHLDA3
tL/B,B lymphocytes,469,0.011823406,0.0,PHLDA3
tL/B,Epithelial cells,6582,0.6573061,0.6931472,PHLDA3
tL/B,Myeloid cells,1329,0.06940638,0.0,PHLDA3
tL/B,T/NK cells,2627,0.010071327,0.0,PHLDA3
tL/B,,963,0.0054594968,0.0,PHLDA3
tLung,B lymphocytes,5312,0.006339708,0.0,PHLDA3
tLung,Endothelial cells,627,0.12525384,0.0,PHLDA3
tLung,Epithelial cells,7270,0.52355504,0.0,PHLDA3
tLung,Fibroblasts,1654,0.57580584,0.6931472,PHLDA3
tLung,MAST cells,1809,0.0052052946,0.0,PHLDA3
tLung,Myeloid cells,8794,0.18010181,0.0,PHLDA3
tLung,T/NK cells,13941,0.009173835,0.0,PHLDA3
tLung,,5742,0.008773551,0.0,PHLDA3
PE,B lymphocytes,3285,0.0004220074,0.0,CPE
PE,Epithelial cells,396,0.5320427,0.0,CPE
PE,Myeloid cells,3063,0.0011314842,0.0,CPE
PE,T/NK cells,9192,0.0012065225,0.0,CPE
PE,,4368,0.0011108128,0.0,CPE
mBrain,B lymphocytes,1311,0.0077113085,0.0,CPE
mBrain,Endothelial cells,159,0.18208559,0.0,CPE
mBrain,Epithelial cells,15463,0.32286474,0.0,CPE
mBrain,Fibroblasts,444,1.20285,1.0986123,CPE
mBrain,MAST cells,508,0.001364463,0.0,CPE
mBrain,Myeloid cells,5657,0.01587146,0.0,CPE
mBrain,T/NK cells,2683,0.005166956,0.0,CPE
mBrain,,2835,0.03526895,0.0,CPE
mLN,B lymphocytes,6062,0.0008004009,0.0,CPE
mLN,Epithelial cells,3053,0.6577508,0.6931472,CPE
mLN,Myeloid cells,5442,0.00854357,0.0,CPE
mLN,T/NK cells,5069,0.0039527975,0.0,CPE
mLN,,1819,0.0034295353,0.0,CPE
nLN,B lymphocytes,10584,0.00026196038,0.0,CPE
nLN,Myeloid cells,1288,0.04099078,0.0,CPE
nLN,T/NK cells,19478,0.0004834366,0.0,CPE
nLN,,6096,0.00022741049,0.0,CPE
nLung,B lymphocytes,634,0.0032798762,0.0,CPE
nLung,Endothelial cells,1295,0.19877768,0.0,CPE
nLung,Epithelial cells,3703,0.024737522,0.0,CPE
nLung,Fibroblasts,1585,0.9275375,0.6931472,CPE
nLung,MAST cells,1079,0.009369347,0.0,CPE
nLung,Myeloid cells,16672,0.2334387,0.0,CPE
nLung,T/NK cells,11413,0.0037047209,0.0,CPE
nLung,,6614,0.015442612,0.0,CPE
tL/B,B lymphocytes,469,0.016257184,0.0,CPE
tL/B,Epithelial cells,6582,0.13285415,0.0,CPE
tL/B,Myeloid cells,1329,0.049800314,0.0,CPE
tL/B,T/NK cells,2627,0.0070145763,0.0,CPE
tL/B,,963,0.006179276,0.0,CPE
tLung,B lymphocytes,5312,0.002740228,0.0,CPE
tLung,Endothelial cells,627,0.25401166,0.0,CPE
tLung,Epithelial cells,7270,0.16376895,0.0,CPE
tLung,Fibroblasts,1654,0.49454042,0.0,CPE
tLung,MAST cells,1809,0.004214825,0.0,CPE
tLung,Myeloid cells,8794,0.06355228,0.0,CPE
tLung,T/NK cells,13941,0.0049269954,0.0,CPE
tLung,,5742,0.008111829,0.0,CPE
PE,B lymphocytes,3285,0.0006330111,0.0,MCEMP1
PE,Epithelial cells,396,0.0,0.0,MCEMP1
PE,Myeloid cells,3063,0.06848187,0.0,MCEMP1
PE,T/NK cells,9192,0.00030163061,0.0,MCEMP1
PE,,4368,0.00047606262,0.0,MCEMP1
mBrain,B lymphocytes,1311,0.0021148655,0.0,MCEMP1
mBrain,Endothelial cells,159,0.0,0.0,MCEMP1
mBrain,Epithelial cells,15463,0.003608142,0.0,MCEMP1
mBrain,Fibroblasts,444,0.017437842,0.0,MCEMP1
mBrain,MAST cells,508,0.001364463,0.0,MCEMP1
mBrain,Myeloid cells,5657,0.19321577,0.0,MCEMP1
mBrain,T/NK cells,2683,0.001291739,0.0,MCEMP1
mBrain,,2835,0.00073348905,0.0,MCEMP1
mLN,B lymphocytes,6062,0.0020581738,0.0,MCEMP1
mLN,Epithelial cells,3053,0.018219065,0.0,MCEMP1
mLN,Myeloid cells,5442,0.36782092,0.0,MCEMP1
mLN,T/NK cells,5069,0.0025981052,0.0,MCEMP1
mLN,,1819,0.0026674164,0.0,MCEMP1
nLN,B lymphocytes,10584,0.00062772015,0.0,MCEMP1
nLN,Myeloid cells,1288,0.010316444,0.0,MCEMP1
nLN,T/NK cells,19478,7.117232e-05,0.0,MCEMP1
nLN,,6096,0.0,0.0,MCEMP1
nLung,B lymphocytes,634,0.055489916,0.0,MCEMP1
nLung,Endothelial cells,1295,0.075204745,0.0,MCEMP1
nLung,Epithelial cells,3703,0.15114221,0.0,MCEMP1
nLung,Fibroblasts,1585,0.05630595,0.0,MCEMP1
nLung,MAST cells,1079,0.07640114,0.0,MCEMP1
nLung,Myeloid cells,16672,1.8229961,2.1972246,MCEMP1
nLung,T/NK cells,11413,0.045360886,0.0,MCEMP1
nLung,,6614,0.054871432,0.0,MCEMP1
tL/B,B lymphocytes,469,0.008867554,0.0,MCEMP1
tL/B,Epithelial cells,6582,0.004985336,0.0,MCEMP1
tL/B,Myeloid cells,1329,0.2759254,0.0,MCEMP1
tL/B,T/NK cells,2627,0.005277101,0.0,MCEMP1
tL/B,,963,0.002879116,0.0,MCEMP1
tLung,B lymphocytes,5312,0.013408181,0.0,MCEMP1
tLung,Endothelial cells,627,0.01677032,0.0,MCEMP1
tLung,Epithelial cells,7270,0.026497347,0.0,MCEMP1
tLung,Fibroblasts,1654,0.008207534,0.0,MCEMP1
tLung,MAST cells,1809,0.011878144,0.0,MCEMP1
tLung,Myeloid cells,8794,0.6044684,0.0,MCEMP1
tLung,T/NK cells,13941,0.0069195353,0.0,MCEMP1
tLung,,5742,0.007363633,0.0,MCEMP1
PE,B lymphocytes,3285,0.005609526,0.0,FAM89A
PE,Epithelial cells,396,0.28121856,0.0,FAM89A
PE,Myeloid cells,3063,0.027364902,0.0,FAM89A
PE,T/NK cells,9192,0.012920337,0.0,FAM89A
PE,,4368,0.010182967,0.0,FAM89A
mBrain,B lymphocytes,1311,0.0047584474,0.0,FAM89A
mBrain,Endothelial cells,159,0.2611662,0.0,FAM89A
mBrain,Epithelial cells,15463,0.17842793,0.0,FAM89A
mBrain,Fibroblasts,444,0.07779437,0.0,FAM89A
mBrain,MAST cells,508,0.0068223146,0.0,FAM89A
mBrain,Myeloid cells,5657,0.04157219,0.0,FAM89A
mBrain,T/NK cells,2683,0.0018084347,0.0,FAM89A
mBrain,,2835,0.01459147,0.0,FAM89A
mLN,B lymphocytes,6062,0.009147439,0.0,FAM89A
mLN,Epithelial cells,3053,0.22366405,0.0,FAM89A
mLN,Myeloid cells,5442,0.03112404,0.0,FAM89A
mLN,T/NK cells,5069,0.0051962105,0.0,FAM89A
mLN,,1819,0.006161703,0.0,FAM89A
nLN,B lymphocytes,10584,0.004256856,0.0,FAM89A
nLN,Myeloid cells,1288,0.010854601,0.0,FAM89A
nLN,T/NK cells,19478,0.0075711287,0.0,FAM89A
nLN,,6096,0.0062065963,0.0,FAM89A
nLung,B lymphocytes,634,0.0043731686,0.0,FAM89A
nLung,Endothelial cells,1295,0.12401849,0.0,FAM89A
nLung,Epithelial cells,3703,0.029170075,0.0,FAM89A
nLung,Fibroblasts,1585,0.01744202,0.0,FAM89A
nLung,MAST cells,1079,0.014617688,0.0,FAM89A
nLung,Myeloid cells,16672,0.37519324,0.0,FAM89A
nLung,T/NK cells,11413,0.006073313,0.0,FAM89A
nLung,,6614,0.007519912,0.0,FAM89A
tL/B,B lymphocytes,469,0.0014779258,0.0,FAM89A
tL/B,Epithelial cells,6582,0.09504754,0.0,FAM89A
tL/B,Myeloid cells,1329,0.040670324,0.0,FAM89A
tL/B,T/NK cells,2627,0.0023746954,0.0,FAM89A
tL/B,,963,0.000719779,0.0,FAM89A
tLung,B lymphocytes,5312,0.005034838,0.0,FAM89A
tLung,Endothelial cells,627,0.17075619,0.0,FAM89A
tLung,Epithelial cells,7270,0.097706035,0.0,FAM89A
tLung,Fibroblasts,1654,0.064893335,0.0,FAM89A
tLung,MAST cells,1809,0.005364323,0.0,FAM89A
tLung,Myeloid cells,8794,0.11054347,0.0,FAM89A
tLung,T/NK cells,13941,0.0045742444,0.0,FAM89A
tLung,,5742,0.0045370795,0.0,FAM89A
PE,B lymphocytes,3285,0.0,0.0,GLDN
PE,Epithelial cells,396,0.015026875,0.0,GLDN
PE,Myeloid cells,3063,0.0092611555,0.0,GLDN
PE,T/NK cells,9192,0.0,0.0,GLDN
PE,,4368,0.0022216255,0.0,GLDN
mBrain,B lymphocytes,1311,0.004229731,0.0,GLDN
mBrain,Endothelial cells,159,0.008718832,0.0,GLDN
mBrain,Epithelial cells,15463,0.031133464,0.0,GLDN
mBrain,Fibroblasts,444,0.019646917,0.0,GLDN
mBrain,MAST cells,508,0.001364463,0.0,GLDN
mBrain,Myeloid cells,5657,0.21628143,0.0,GLDN
mBrain,T/NK cells,2683,0.0031001738,0.0,GLDN
mBrain,,2835,0.07339432,0.0,GLDN
mLN,B lymphocytes,6062,0.00034302895,0.0,GLDN
mLN,Epithelial cells,3053,0.019521944,0.0,GLDN
mLN,Myeloid cells,5442,0.031922635,0.0,GLDN
mLN,T/NK cells,5069,0.0001367424,0.0,GLDN
mLN,,1819,0.0,0.0,GLDN
nLN,B lymphocytes,10584,0.0,0.0,GLDN
nLN,Myeloid cells,1288,0.002152631,0.0,GLDN
nLN,T/NK cells,19478,0.0,0.0,GLDN
nLN,,6096,0.00034111575,0.0,GLDN
nLung,B lymphocytes,634,0.013119505,0.0,GLDN
nLung,Endothelial cells,1295,0.014026783,0.0,GLDN
nLung,Epithelial cells,3703,0.024130085,0.0,GLDN
nLung,Fibroblasts,1585,0.011807554,0.0,GLDN
nLung,MAST cells,1079,0.009745126,0.0,GLDN
nLung,Myeloid cells,16672,0.35315794,0.0,GLDN
nLung,T/NK cells,11413,0.0029507165,0.0,GLDN
nLung,,6614,0.003100504,0.0,GLDN
tL/B,B lymphocytes,469,0.0014779258,0.0,GLDN
tL/B,Epithelial cells,6582,0.008663251,0.0,GLDN
tL/B,Myeloid cells,1329,0.05266695,0.0,GLDN
tL/B,T/NK cells,2627,0.0005277101,0.0,GLDN
tL/B,,963,0.000719779,0.0,GLDN
tLung,B lymphocytes,5312,0.00065243524,0.0,GLDN
tLung,Endothelial cells,627,0.0022109959,0.0,GLDN
tLung,Epithelial cells,7270,0.026845718,0.0,GLDN
tLung,Fibroblasts,1654,0.010374112,0.0,GLDN
tLung,MAST cells,1809,0.00038316593,0.0,GLDN
tLung,Myeloid cells,8794,0.07247583,0.0,GLDN
tLung,T/NK cells,13941,0.0003977604,0.0,GLDN
tLung,,5742,0.00048286116,0.0,GLDN
PE,B lymphocytes,3285,0.0002110037,0.0,INHBA
PE,Epithelial cells,396,0.020575423,0.0,INHBA
PE,Myeloid cells,3063,0.004504866,0.0,INHBA
PE,T/NK cells,9192,0.0,0.0,INHBA
PE,,4368,0.00015868754,0.0,INHBA
mBrain,B lymphocytes,1311,0.0010574327,0.0,INHBA
mBrain,Endothelial cells,159,0.017437665,0.0,INHBA
mBrain,Epithelial cells,15463,0.020768026,0.0,INHBA
mBrain,Fibroblasts,444,0.3722327,0.0,INHBA
mBrain,MAST cells,508,0.0,0.0,INHBA
mBrain,Myeloid cells,5657,0.03875169,0.0,INHBA
mBrain,T/NK cells,2683,0.0005166956,0.0,INHBA
mBrain,,2835,0.0041336734,0.0,INHBA
mLN,B lymphocytes,6062,0.0016008018,0.0,INHBA
mLN,Epithelial cells,3053,0.015131061,0.0,INHBA
mLN,Myeloid cells,5442,0.23655643,0.0,INHBA
mLN,T/NK cells,5069,0.0008204543,0.0,INHBA
mLN,,1819,0.0032713814,0.0,INHBA
nLN,B lymphocytes,10584,0.00032745049,0.0,INHBA
nLN,Myeloid cells,1288,0.006772695,0.0,INHBA
nLN,T/NK cells,19478,0.0,0.0,INHBA
nLN,,6096,0.00022741049,0.0,INHBA
nLung,B lymphocytes,634,0.022505376,0.0,INHBA
nLung,Endothelial cells,1295,0.030182978,0.0,INHBA
nLung,Epithelial cells,3703,0.05667443,0.0,INHBA
nLung,Fibroblasts,1585,0.073641494,0.0,INHBA
nLung,MAST cells,1079,0.0419735,0.0,INHBA
nLung,Myeloid cells,16672,1.0006086,0.6931472,INHBA
nLung,T/NK cells,11413,0.012784917,0.0,INHBA
nLung,,6614,0.015712086,0.0,INHBA
tL/B,B lymphocytes,469,0.0029558516,0.0,INHBA
tL/B,Epithelial cells,6582,0.0024400135,0.0,INHBA
tL/B,Myeloid cells,1329,0.1820371,0.0,INHBA
tL/B,T/NK cells,2627,0.0023746954,0.0,INHBA
tL/B,,963,0.001439558,0.0,INHBA
tLung,B lymphocytes,5312,0.0020336357,0.0,INHBA
tLung,Endothelial cells,627,0.011701654,0.0,INHBA
tLung,Epithelial cells,7270,0.009352695,0.0,INHBA
tLung,Fibroblasts,1654,0.3412579,0.0,INHBA
tLung,MAST cells,1809,0.0065138214,0.0,INHBA
tLung,Myeloid cells,8794,0.29186767,0.0,INHBA
tLung,T/NK cells,13941,0.0013424413,0.0,INHBA
tLung,,5742,0.0038834016,0.0,INHBA
PE,B lymphocytes,3285,0.0008440148,0.0,MLPH
PE,Epithelial cells,396,0.47720084,0.0,MLPH
PE,Myeloid cells,3063,0.0018103747,0.0,MLPH
PE,T/NK cells,9192,0.0009802995,0.0,MLPH
PE,,4368,0.0011108128,0.0,MLPH
mBrain,B lymphocytes,1311,0.029478522,0.0,MLPH
mBrain,Endothelial cells,159,0.04795358,0.0,MLPH
mBrain,Epithelial cells,15463,0.5640086,0.6931472,MLPH
mBrain,Fibroblasts,444,0.11697084,0.0,MLPH
mBrain,MAST cells,508,0.24640816,0.0,MLPH
mBrain,Myeloid cells,5657,0.03729089,0.0,MLPH
mBrain,T/NK cells,2683,0.018279372,0.0,MLPH
mBrain,,2835,0.014015003,0.0,MLPH
mLN,B lymphocytes,6062,0.0016008018,0.0,MLPH
mLN,Epithelial cells,3053,0.79293925,0.6931472,MLPH
mLN,Myeloid cells,5442,0.027906705,0.0,MLPH
mLN,T/NK cells,5069,0.003145075,0.0,MLPH
mLN,,1819,0.004953773,0.0,MLPH
nLN,B lymphocytes,10584,0.0003929406,0.0,MLPH
nLN,Myeloid cells,1288,0.06909795,0.0,MLPH
nLN,T/NK cells,19478,0.000106758474,0.0,MLPH
nLN,,6096,0.00022741049,0.0,MLPH
nLung,B lymphocytes,634,0.0065597524,0.0,MLPH
nLung,Endothelial cells,1295,0.0078065833,0.0,MLPH
nLung,Epithelial cells,3703,0.6187521,0.6931472,MLPH
nLung,Fibroblasts,1585,0.02412745,0.0,MLPH
nLung,MAST cells,1079,0.2673885,0.0,MLPH
nLung,Myeloid cells,16672,0.26106316,0.0,MLPH
nLung,T/NK cells,11413,0.00495491,0.0,MLPH
nLung,,6614,0.0054674083,0.0,MLPH
tL/B,B lymphocytes,469,0.0029558516,0.0,MLPH
tL/B,Epithelial cells,6582,0.24580489,0.0,MLPH
tL/B,Myeloid cells,1329,0.07054488,0.0,MLPH
tL/B,T/NK cells,2627,0.0013192752,0.0,MLPH
tL/B,,963,0.0,0.0,MLPH
tLung,B lymphocytes,5312,0.007905553,0.0,MLPH
tLung,Endothelial cells,627,0.009949481,0.0,MLPH
tLung,Epithelial cells,7270,0.7411804,0.6931472,MLPH
tLung,Fibroblasts,1654,0.012469477,0.0,MLPH
tLung,MAST cells,1809,0.22347523,0.0,MLPH
tLung,Myeloid cells,8794,0.09275179,0.0,MLPH
tLung,T/NK cells,13941,0.004653049,0.0,MLPH
tLung,,5742,0.0043457504,0.0,MLPH
PE,B lymphocytes,3285,0.19328101,0.0,LTA4H
PE,Epithelial cells,396,0.54971373,0.0,LTA4H
PE,Myeloid cells,3063,0.45668018,0.0,LTA4H
PE,T/NK cells,9192,0.08279364,0.0,LTA4H
PE,,4368,0.092182904,0.0,LTA4H
mBrain,B lymphocytes,1311,0.09728214,0.0,LTA4H
mBrain,Endothelial cells,159,0.26774082,0.0,LTA4H
mBrain,Epithelial cells,15463,0.38635617,0.0,LTA4H
mBrain,Fibroblasts,444,0.2174145,0.0,LTA4H
mBrain,MAST cells,508,0.06436162,0.0,LTA4H
mBrain,Myeloid cells,5657,0.29919413,0.0,LTA4H
mBrain,T/NK cells,2683,0.067326605,0.0,LTA4H
mBrain,,2835,0.051861174,0.0,LTA4H
mLN,B lymphocytes,6062,0.13600886,0.0,LTA4H
mLN,Epithelial cells,3053,0.66739357,0.6931472,LTA4H
mLN,Myeloid cells,5442,0.42071566,0.0,LTA4H
mLN,T/NK cells,5069,0.08214395,0.0,LTA4H
mLN,,1819,0.0874002,0.0,LTA4H
nLN,B lymphocytes,10584,0.1570974,0.0,LTA4H
nLN,Myeloid cells,1288,0.5574502,0.0,LTA4H
nLN,T/NK cells,19478,0.094673105,0.0,LTA4H
nLN,,6096,0.09347534,0.0,LTA4H
nLung,B lymphocytes,634,0.15809675,0.0,LTA4H
nLung,Endothelial cells,1295,0.13385633,0.0,LTA4H
nLung,Epithelial cells,3703,0.42038056,0.0,LTA4H
nLung,Fibroblasts,1585,0.16262469,0.0,LTA4H
nLung,MAST cells,1079,0.07386671,0.0,LTA4H
nLung,Myeloid cells,16672,1.3640496,1.3862944,LTA4H
nLung,T/NK cells,11413,0.066645265,0.0,LTA4H
nLung,,6614,0.068362,0.0,LTA4H
tL/B,B lymphocytes,469,0.1989114,0.0,LTA4H
tL/B,Epithelial cells,6582,0.6305064,0.6931472,LTA4H
tL/B,Myeloid cells,1329,0.459864,0.0,LTA4H
tL/B,T/NK cells,2627,0.067552045,0.0,LTA4H
tL/B,,963,0.07720685,0.0,LTA4H
tLung,B lymphocytes,5312,0.121403225,0.0,LTA4H
tLung,Endothelial cells,627,0.18455844,0.0,LTA4H
tLung,Epithelial cells,7270,0.6259977,0.6931472,LTA4H
tLung,Fibroblasts,1654,0.16960819,0.0,LTA4H
tLung,MAST cells,1809,0.036755122,0.0,LTA4H
tLung,Myeloid cells,8794,0.7262595,0.6931472,LTA4H
tLung,T/NK cells,13941,0.057662327,0.0,LTA4H
tLung,,5742,0.055606727,0.0,LTA4H
PE,B lymphocytes,3285,0.0026554738,0.0,MME
PE,Epithelial cells,396,0.10127617,0.0,MME
PE,Myeloid cells,3063,0.0006788905,0.0,MME
PE,T/NK cells,9192,0.0006473719,0.0,MME
PE,,4368,0.0007934377,0.0,MME
mBrain,B lymphocytes,1311,0.0010574327,0.0,MME
mBrain,Endothelial cells,159,0.0,0.0,MME
mBrain,Epithelial cells,15463,0.007424677,0.0,MME
mBrain,Fibroblasts,444,0.017437842,0.0,MME
mBrain,MAST cells,508,0.0,0.0,MME
mBrain,Myeloid cells,5657,0.011540953,0.0,MME
mBrain,T/NK cells,2683,0.0,0.0,MME
mBrain,,2835,0.00024449636,0.0,MME
mLN,B lymphocytes,6062,0.0066901823,0.0,MME
mLN,Epithelial cells,3053,0.010284645,0.0,MME
mLN,Myeloid cells,5442,0.0070606996,0.0,MME
mLN,T/NK cells,5069,0.0,0.0,MME
mLN,,1819,0.0,0.0,MME
nLN,B lymphocytes,10584,0.0041975705,0.0,MME
nLN,Myeloid cells,1288,0.011392759,0.0,MME
nLN,T/NK cells,19478,0.00024910312,0.0,MME
nLN,,6096,0.00090964197,0.0,MME
nLung,B lymphocytes,634,0.0065597524,0.0,MME
nLung,Endothelial cells,1295,0.011866426,0.0,MME
nLung,Epithelial cells,3703,0.035883456,0.0,MME
nLung,Fibroblasts,1585,0.03184843,0.0,MME
nLung,MAST cells,1079,0.008726949,0.0,MME
nLung,Myeloid cells,16672,0.37919393,0.0,MME
nLung,T/NK cells,11413,0.004286845,0.0,MME
nLung,,6614,0.0048564165,0.0,MME
tL/B,B lymphocytes,469,0.0029558516,0.0,MME
tL/B,Epithelial cells,6582,0.02478745,0.0,MME
tL/B,Myeloid cells,1329,0.033122387,0.0,MME
tL/B,T/NK cells,2627,0.0007915651,0.0,MME
tL/B,,963,0.002159337,0.0,MME
tLung,B lymphocytes,5312,0.002686071,0.0,MME
tLung,Endothelial cells,627,0.0017521727,0.0,MME
tLung,Epithelial cells,7270,0.023121737,0.0,MME
tLung,Fibroblasts,1654,0.030380081,0.0,MME
tLung,MAST cells,1809,0.0,0.0,MME
tLung,Myeloid cells,8794,0.08177958,0.0,MME
tLung,T/NK cells,13941,0.0005966406,0.0,MME
tLung,,5742,0.0010864376,0.0,MME
PE,B lymphocytes,3285,0.0,0.0,SLC19A3
PE,Epithelial cells,396,0.049442295,0.0,SLC19A3
PE,Myeloid cells,3063,0.0,0.0,SLC19A3
PE,T/NK cells,9192,0.0,0.0,SLC19A3
PE,,4368,0.0,0.0,SLC19A3
mBrain,B lymphocytes,1311,0.0,0.0,SLC19A3
mBrain,Endothelial cells,159,0.021797081,0.0,SLC19A3
mBrain,Epithelial cells,15463,0.0010758282,0.0,SLC19A3
mBrain,Fibroblasts,444,0.011841206,0.0,SLC19A3
mBrain,MAST cells,508,0.0,0.0,SLC19A3
mBrain,Myeloid cells,5657,0.0030123733,0.0,SLC19A3
mBrain,T/NK cells,2683,0.0,0.0,SLC19A3
mBrain,,2835,0.0,0.0,SLC19A3
mLN,B lymphocytes,6062,0.00011434298,0.0,SLC19A3
mLN,Epithelial cells,3053,0.00094673166,0.0,SLC19A3
mLN,Myeloid cells,5442,0.0025161786,0.0,SLC19A3
mLN,T/NK cells,5069,0.0,0.0,SLC19A3
mLN,,1819,0.0,0.0,SLC19A3
nLN,B lymphocytes,10584,6.5490094e-05,0.0,SLC19A3
nLN,Myeloid cells,1288,0.0,0.0,SLC19A3
nLN,T/NK cells,19478,3.558616e-05,0.0,SLC19A3
nLN,,6096,0.000113705246,0.0,SLC19A3
nLung,B lymphocytes,634,0.0021865843,0.0,SLC19A3
nLung,Endothelial cells,1295,0.004817239,0.0,SLC19A3
nLung,Epithelial cells,3703,0.034114216,0.0,SLC19A3
nLung,Fibroblasts,1585,0.007252883,0.0,SLC19A3
nLung,MAST cells,1079,0.0019271933,0.0,SLC19A3
nLung,Myeloid cells,16672,0.122360006,0.0,SLC19A3
nLung,T/NK cells,11413,0.00097173004,0.0,SLC19A3
nLung,,6614,0.00094319996,0.0,SLC19A3
tL/B,B lymphocytes,469,0.0,0.0,SLC19A3
tL/B,Epithelial cells,6582,0.0051682554,0.0,SLC19A3
tL/B,Myeloid cells,1329,0.025981499,0.0,SLC19A3
tL/B,T/NK cells,2627,0.00026385504,0.0,SLC19A3
tL/B,,963,0.0,0.0,SLC19A3
tLung,B lymphocytes,5312,0.00052194815,0.0,SLC19A3
tLung,Endothelial cells,627,0.0033164937,0.0,SLC19A3
tLung,Epithelial cells,7270,0.0077947965,0.0,SLC19A3
tLung,Fibroblasts,1654,0.0033525862,0.0,SLC19A3
tLung,MAST cells,1809,0.00038316593,0.0,SLC19A3
tLung,Myeloid cells,8794,0.03888888,0.0,SLC19A3
tLung,T/NK cells,13941,0.00034804034,0.0,SLC19A3
tLung,,5742,0.0007242917,0.0,SLC19A3
PE,B lymphocytes,3285,0.0008440148,0.0,PPIC
PE,Epithelial cells,396,1.0191418,1.0986123,PPIC
PE,Myeloid cells,3063,0.0053372025,0.0,PPIC
PE,T/NK cells,9192,0.0020801174,0.0,PPIC
PE,,4368,0.0011108128,0.0,PPIC
mBrain,B lymphocytes,1311,0.011103044,0.0,PPIC
mBrain,Endothelial cells,159,0.6527911,0.6931472,PPIC
mBrain,Epithelial cells,15463,0.66474575,0.6931472,PPIC
mBrain,Fibroblasts,444,0.886305,0.6931472,PPIC
mBrain,MAST cells,508,0.013078326,0.0,PPIC
mBrain,Myeloid cells,5657,0.074296236,0.0,PPIC
mBrain,T/NK cells,2683,0.0091932975,0.0,PPIC
mBrain,,2835,0.0160313,0.0,PPIC
mLN,B lymphocytes,6062,0.004894721,0.0,PPIC
mLN,Epithelial cells,3053,0.9977683,1.0986123,PPIC
mLN,Myeloid cells,5442,0.09740665,0.0,PPIC
mLN,T/NK cells,5069,0.00582317,0.0,PPIC
